Id,KC,log_GSS,S
761,41.8872,-3.69203,0.696212
762,41.8872,-4.29409,0.696212
763,39.0947,-3.391,0.842658
764,41.8872,-3.33985,0.650022
765,39.0947,-3.59512,0.811278
766,41.8872,-3.81697,0.650022
767,39.0947,-4.29409,0.870864
768,47.4722,-4.29409,0.870864
769,41.8872,-2.61285,0.650022
770,47.4722,-3.51594,0.896038
771,41.8872,-3.69203,0.738285
772,36.3023,-4.29409,0.599314
773,41.8872,-3.59512,0.650022
774,41.8872,-3.59512,0.696212
775,50.2647,-4.29409,0.776556
776,5.58496,-1.3182,0
777,44.6797,-4.29409,0.696212
778,41.8872,-4.29409,0.776556
779,39.0947,-3.21491,0.842658
780,39.0947,-4.29409,0.776556
781,41.8872,-3.08997,0.738285
782,39.0947,-4.29409,0.599314
783,50.2647,-3.69203,0.811278
784,30.7173,-3.33985,0.543564
785,36.3023,-3.391,0.738285
786,33.5098,-3.14796,0.937734
787,33.5098,-3.99306,0.842658
788,41.8872,-3.69203,0.842658
789,41.8872,-2.99306,0.738285
790,44.6797,-3.69203,0.738285
791,47.4722,-3.59512,0.811278
792,30.7173,-2.391,0.811278
793,50.2647,-4.29409,0.776556
794,41.8872,-3.69203,0.543564
795,44.6797,-4.29409,0.870864
796,41.8872,-3.69203,0.650022
797,30.7173,-3.69203,0.413817
798,47.4722,-3.69203,0.738285
799,47.4722,-4.29409,0.842658
800,44.6797,-4.29409,0.811278
801,27.9248,-3.69203,0.954434
802,44.6797,-4.29409,0.776556
803,47.4722,-3.59512,0.870864
804,41.8872,-4.29409,0.696212
805,44.6797,-3.81697,0.738285
806,44.6797,-3.69203,0.870864
807,41.8872,-2.78894,0.811278
808,39.0947,-3.21491,0.696212
809,33.5098,-4.29409,0.543564
810,36.3023,-2.31182,0.776556
811,44.6797,-3.69203,0.896038
812,44.6797,-3.51594,0.811278
813,50.2647,-4.29409,0.811278
814,39.0947,-3.69203,0.543564
815,47.4722,-3.08997,0.842658
816,47.4722,-3.08997,0.738285
817,47.4722,-3.69203,0.811278
818,44.6797,-4.29409,0.842658
819,36.3023,-3.69203,0.776556
820,47.4722,-4.29409,0.738285
821,47.4722,-3.99306,0.696212
822,41.8872,-3.59512,0.811278
823,33.5098,-3.21491,0.696212
824,30.7173,-3.29409,0.811278
825,36.3023,-3.51594,0.696212
826,41.8872,-4.29409,0.738285
827,47.4722,-4.29409,0.896038
828,41.8872,-3.99306,0.738285
829,33.5098,-3.08997,0.650022
830,30.7173,-3.69203,0.599314
831,41.8872,-4.29409,0.650022
832,33.5098,-2.99306,0.896038
833,33.5098,-3.08997,0.413817
834,36.3023,-3.118,0.811278
835,22.3398,-4.29409,0.33729
836,39.0947,-4.29409,0.599314
837,36.3023,-3.69203,0.738285
838,39.0947,-3.21491,0.738285
839,41.8872,-3.51594,0.776556
840,47.4722,-4.29409,0.776556
841,39.0947,-3.99306,0.696212
842,39.0947,-2.80273,0.811278
843,44.6797,-3.69203,0.870864
844,36.3023,-2.28977,0.979869
845,30.7173,-3.99306,0.650022
846,36.3023,-4.29409,0.696212
847,36.3023,-3.99306,0.937734
848,25.1323,-3.51594,0.870864
849,30.7173,-3.29409,0.543564
850,47.4722,-2.78894,0.870864
851,30.7173,-2.97187,0.413817
852,27.9248,-4.29409,0.811278
853,41.8872,-3.08997,0.811278
854,44.6797,-3.69203,0.776556
855,36.3023,-4.29409,0.650022
856,44.6797,-3.69203,0.842658
857,41.8872,-4.29409,0.776556
858,33.5098,-3.59512,0.599314
859,39.0947,-3.08997,0.811278
860,39.0947,-3.08997,0.738285
861,39.0947,-3.69203,0.811278
862,36.3023,-4.29409,0.599314
863,39.0947,-3.08997,0.870864
864,41.8872,-3.51594,0.870864
865,36.3023,-3.69203,0.842658
866,36.3023,-3.21491,0.738285
867,39.0947,-3.99306,0.650022
868,41.8872,-3.118,0.896038
869,47.4722,-3.391,0.870864
870,44.6797,-4.29409,0.896038
871,41.8872,-3.69203,0.738285
872,41.8872,-4.29409,0.696212
873,22.3398,-2.76261,0.249882
874,25.1323,-3.69203,0.33729
875,44.6797,-3.29409,0.870864
876,39.0947,-4.29409,0.842658
877,36.3023,-3.391,0.870864
878,47.4722,-3.69203,0.776556
879,47.4722,-3.99306,0.776556
880,50.2647,-3.81697,0.738285
881,44.6797,-3.69203,0.776556
882,41.8872,-4.29409,0.696212
883,47.4722,-4.29409,0.696212
884,44.6797,-3.99306,0.896038
885,50.2647,-4.29409,0.811278
886,36.3023,-4.29409,0.811278
887,41.8872,-4.29409,0.896038
888,44.6797,-4.29409,0.738285
889,30.7173,-3.08997,0.413817
890,36.3023,-3.391,0.811278
891,36.3023,-3.99306,0.482066
892,39.0947,-4.29409,0.870864
893,47.4722,-4.29409,0.738285
894,33.5098,-3.59512,0.776556
895,41.8872,-3.51594,0.650022
896,50.2647,-3.69203,0.842658
897,47.4722,-3.69203,0.696212
898,41.8872,-4.29409,0.696212
899,36.3023,-4.29409,0.776556
900,50.2647,-3.51594,0.776556
901,44.6797,-3.391,0.738285
902,41.8872,-3.99306,0.842658
903,30.7173,-4.29409,0.543564
904,27.9248,-2.11225,0.650022
905,41.8872,-3.59512,0.738285
906,39.0947,-3.81697,0.650022
907,41.8872,-3.69203,0.696212
908,30.7173,-4.29409,0.482066
909,36.3023,-3.69203,0.599314
910,39.0947,-3.99306,0.696212
911,41.8872,-3.391,0.776556
912,39.0947,-4.29409,0.696212
913,41.8872,-3.81697,0.842658
914,47.4722,-3.69203,0.870864
915,39.0947,-3.59512,0.650022
916,47.4722,-4.29409,0.811278
917,30.7173,-2.24487,0.543564
918,41.8872,-3.29409,0.937734
919,36.3023,-3.14796,0.776556
920,50.2647,-3.99306,0.870864
921,47.4722,-4.29409,0.842658
922,41.8872,-4.29409,0.696212
923,44.6797,-3.69203,0.811278
924,36.3023,-3.99306,0.599314
925,44.6797,-3.69203,0.776556
926,44.6797,-4.29409,0.696212
927,33.5098,-2.50876,0.650022
928,33.5098,-4.29409,0.543564
929,44.6797,-3.99306,0.738285
930,39.0947,-3.69203,0.599314
931,25.1323,-2.41328,0.811278
932,27.9248,-3.08997,0.696212
933,41.8872,-3.99306,0.696212
934,33.5098,-2.28977,0.979869
935,22.3398,-2.48791,0.249882
936,47.4722,-3.69203,0.738285
937,44.6797,-4.29409,0.738285
938,36.3023,-3.99306,0.776556
939,44.6797,-3.59512,0.811278
940,30.7173,-2.99306,0.937734
941,36.3023,-3.81697,0.918296
942,19.5474,-2.48791,0.146094
943,39.0947,-3.69203,0.738285
944,39.0947,-3.69203,0.776556
945,50.2647,-3.69203,0.776556
946,50.2647,-4.29409,0.738285
947,39.0947,-3.08997,0.918296
948,41.8872,-3.99306,0.896038
949,30.7173,-3.08997,0.738285
950,41.8872,-3.69203,0.870864
951,47.4722,-4.29409,0.842658
952,44.6797,-3.69203,0.842658
953,44.6797,-4.29409,0.776556
954,39.0947,-3.08997,0.811278
955,36.3023,-3.59512,0.937734
956,39.0947,-2.99306,0.870864
957,39.0947,-4.29409,0.599314
958,41.8872,-3.69203,0.776556
959,44.6797,-3.99306,0.968461
960,36.3023,-3.29409,0.937734
961,39.0947,-3.99306,0.738285
962,27.9248,-2.76261,0.413817
963,19.5474,-4.29409,0.249882
964,36.3023,-3.99306,0.968461
965,27.9248,-3.69203,0.918296
966,41.8872,-3.99306,0.650022
967,33.5098,-3.99306,0.870864
968,41.8872,-3.81697,0.896038
969,41.8872,-2.99306,0.870864
970,33.5098,-3.118,0.811278
971,50.2647,-4.29409,0.842658
972,36.3023,-3.69203,0.543564
973,36.3023,-3.08997,0.650022
974,33.5098,-3.69203,0.599314
975,44.6797,-4.29409,0.696212
976,39.0947,-3.59512,0.738285
977,53.0571,-3.69203,0.842658
978,30.7173,-3.69203,0.599314
979,30.7173,-4.29409,0.482066
980,44.6797,-3.99306,0.738285
981,39.0947,-3.69203,0.738285
982,30.7173,-3.391,0.543564
983,44.6797,-4.29409,0.738285
984,36.3023,-4.29409,0.696212
985,41.8872,-3.51594,0.811278
986,33.5098,-2.31182,0.937734
987,44.6797,-4.29409,0.842658
988,39.0947,-4.29409,0.896038
989,36.3023,-3.59512,0.776556
990,50.2647,-2.78894,0.870864
991,39.0947,-3.51594,0.738285
992,33.5098,-3.08997,0.543564
993,33.5098,-3.69203,0.543564
994,41.8872,-4.29409,0.954434
995,39.0947,-3.81697,0.870864
996,47.4722,-3.69203,0.842658
997,33.5098,-3.29409,0.811278
998,50.2647,-4.29409,0.811278
999,50.2647,-3.69203,0.776556
1000,33.5098,-2.81697,0.842658
1001,47.4722,-3.69203,0.937734
1002,22.3398,-4.29409,0.543564
1003,27.9248,-2.48791,0.599314
1004,22.3398,-3.51594,0.599314
1005,39.0947,-3.99306,0.979869
1006,41.8872,-3.33985,0.738285
1007,44.6797,-3.69203,0.811278
1008,30.7173,-3.29409,0.599314
1009,44.6797,-4.29409,0.738285
1010,36.3023,-3.99306,0.738285
1011,39.0947,-2.5459,0.650022
1012,47.4722,-4.29409,0.776556
1013,47.4722,-3.08997,0.842658
1014,39.0947,-4.29409,0.738285
1015,36.3023,-3.51594,0.776556
1016,41.8872,-4.29409,0.811278
1017,44.6797,-2.99306,0.650022
1018,36.3023,-4.29409,0.599314
1019,44.6797,-4.29409,0.811278
1020,36.3023,-3.21491,0.650022
1021,27.9248,-3.08997,0.33729
1022,36.3023,-3.51594,0.696212
1023,30.7173,-3.69203,0.811278
1024,44.6797,-4.29409,0.842658
1025,44.6797,-3.51594,0.896038
1026,36.3023,-2.5459,0.650022
1027,33.5098,-3.21491,0.696212
1028,39.0947,-3.51594,0.896038
1029,41.8872,-3.69203,0.650022
1030,33.5098,-3.59512,0.738285
1031,41.8872,-4.29409,0.696212
1032,27.9248,-4.29409,0.979869
1033,39.0947,-3.59512,0.543564
1034,30.7173,-3.69203,0.543564
1035,36.3023,-3.51594,0.842658
1036,47.4722,-3.99306,0.738285
1037,44.6797,-3.21491,0.918296
1038,44.6797,-3.69203,0.650022
1039,30.7173,-3.69203,0.33729
1040,36.3023,-3.99306,0.979869
1041,39.0947,-3.2527,0.776556
1042,39.0947,-3.69203,0.870864
1043,47.4722,-4.29409,0.842658
1044,36.3023,-3.69203,0.650022
1045,33.5098,-3.51594,0.896038
1046,33.5098,-3.69203,0.738285
1047,25.1323,-2.58652,0.543564
1048,47.4722,-2.78894,0.776556
1049,30.7173,-3.14796,0.811278
1050,39.0947,-3.51594,0.650022
1051,39.0947,-4.29409,0.599314
1052,25.1323,-3.51594,0.33729
1053,36.3023,-2.99306,0.482066
1054,47.4722,-4.29409,0.776556
1055,47.4722,-3.99306,0.870864
1056,50.2647,-3.08997,0.896038
1057,22.3398,-3.08997,0.33729
1058,47.4722,-3.81697,0.811278
1059,44.6797,-3.81697,0.896038
1060,25.1323,-1.80273,0.870864
1061,41.8872,-4.29409,0.650022
1062,19.5474,-2.11225,0.413817
1063,16.7549,-2.73779,0.33729
1064,36.3023,-3.81697,0.776556
1065,33.5098,-4.29409,0.979869
1066,44.6797,-3.99306,0.842658
1067,27.9248,-2.391,0.543564
1068,44.6797,-4.29409,0.776556
1069,47.4722,-3.391,0.842658
1070,33.5098,-3.01534,0.896038
1071,25.1323,-1.68343,0.988699
1072,36.3023,-4.29409,0.979869
1073,44.6797,-3.69203,0.738285
1074,44.6797,-4.29409,0.870864
1075,44.6797,-3.99306,0.776556
1076,36.3023,-3.59512,0.599314
1077,27.9248,-2.72589,0.842658
1078,27.9248,-1.80273,0.870864
1079,47.4722,-3.59512,0.937734
1080,36.3023,-3.69203,0.776556
1081,27.9248,-2.99306,0.482066
1082,33.5098,-2.28977,0.650022
1083,39.0947,-3.81697,0.650022
1084,41.8872,-4.29409,0.696212
1085,44.6797,-3.391,0.870864
1086,41.8872,-3.69203,0.896038
1087,41.8872,-3.69203,0.738285
1088,41.8872,-3.391,0.842658
1089,41.8872,-4.29409,0.650022
1090,36.3023,-3.69203,0.738285
1091,41.8872,-3.08997,0.738285
1092,44.6797,-3.69203,0.811278
1093,47.4722,-3.51594,0.842658
1094,36.3023,-3.391,0.776556
1095,30.7173,-3.69203,0.738285
1096,33.5098,-3.81697,0.776556
1097,47.4722,-3.69203,0.811278
1098,53.0571,-3.08997,0.842658
1099,47.4722,-3.69203,0.870864
1100,50.2647,-3.69203,0.811278
1101,50.2647,-4.29409,0.842658
1102,39.0947,-4.29409,0.650022
1103,39.0947,-3.29409,0.696212
1104,36.3023,-3.14796,0.811278
1105,47.4722,-4.29409,0.811278
1106,39.0947,-4.29409,0.738285
1107,36.3023,-4.29409,0.599314
1108,47.4722,-3.51594,0.870864
1109,27.9248,-3.99306,0.988699
1110,44.6797,-4.29409,0.599314
1111,36.3023,-3.21491,0.696212
1112,41.8872,-3.99306,0.696212
1113,36.3023,-3.59512,0.776556
1114,39.0947,-2.99306,0.738285
1115,30.7173,-3.69203,0.413817
1116,25.1323,-2.84693,0.650022
1117,39.0947,-4.29409,0.696212
1118,41.8872,-3.69203,0.870864
1119,39.0947,-3.391,0.870864
1120,44.6797,-3.69203,0.896038
1121,44.6797,-3.21491,0.696212
1122,39.0947,-3.99306,0.870864
1123,50.2647,-4.29409,0.776556
1124,50.2647,-4.29409,0.918296
1125,41.8872,-4.29409,0.896038
1126,39.0947,-3.99306,0.811278
1127,44.6797,-2.78894,0.918296
1128,47.4722,-3.99306,0.979869
1129,19.5474,-3.99306,0.954434
1130,44.6797,-3.59512,0.842658
1131,30.7173,-2.28977,0.599314
1132,53.0571,-4.29409,0.811278
1133,33.5098,-3.69203,0.599314
1134,33.5098,-4.29409,0.482066
1135,39.0947,-4.29409,0.599314
1136,36.3023,-4.29409,0.543564
1137,27.9248,-4.29409,0.482066
1138,41.8872,-4.29409,0.696212
1139,55.8496,-3.391,0.842658
1140,44.6797,-4.29409,0.842658
1141,44.6797,-3.69203,0.738285
1142,36.3023,-3.99306,0.696212
1143,41.8872,-3.391,0.811278
1144,44.6797,-3.69203,0.696212
1145,39.0947,-4.29409,0.918296
1146,41.8872,-3.99306,0.696212
1147,41.8872,-3.08997,0.811278
1148,41.8872,-4.29409,0.918296
1149,41.8872,-2.97187,0.650022
1150,36.3023,-3.2527,0.937734
1151,36.3023,-2.87912,0.842658
1152,25.1323,-2.80273,0.482066
1153,50.2647,-4.29409,0.968461
1154,47.4722,-3.99306,0.776556
1155,41.8872,-3.2527,0.776556
1156,50.2647,-4.29409,0.937734
1157,25.1323,-4.29409,0.413817
1158,44.6797,-3.59512,0.738285
1159,44.6797,-4.29409,0.696212
1160,27.9248,-2.58652,0.543564
1161,50.2647,-4.29409,0.738285
1162,33.5098,-3.14796,0.918296
1163,50.2647,-3.99306,0.842658
1164,53.0571,-4.29409,0.776556
1165,39.0947,-3.69203,0.650022
1166,39.0947,-3.69203,0.696212
1167,25.1323,-3.69203,0.811278
1168,33.5098,-2.61285,0.842658
1169,53.0571,-4.29409,0.896038
1170,44.6797,-4.29409,0.776556
1171,36.3023,-3.51594,0.811278
1172,41.8872,-4.29409,0.811278
1173,41.8872,-4.29409,0.696212
1174,39.0947,-3.59512,0.599314
1175,44.6797,-3.21491,0.842658
1176,47.4722,-4.29409,0.776556
1177,41.8872,-3.99306,0.811278
1178,22.3398,-2.58652,0.543564
1179,47.4722,-4.29409,0.811278
1180,41.8872,-3.99306,0.988699
1181,25.1323,-2.391,0.543564
1182,41.8872,-3.69203,0.738285
1183,36.3023,-2.80273,0.918296
1184,36.3023,-4.29409,0.896038
1185,33.5098,-3.08997,0.811278
1186,44.6797,-3.51594,0.776556
1187,33.5098,-3.21491,0.870864
1188,41.8872,-3.21491,0.776556
1189,36.3023,-3.391,0.776556
1190,41.8872,-3.81697,0.811278
1191,27.9248,-2.73779,0.543564
1192,44.6797,-2.61285,0.937734
1193,47.4722,-3.29409,0.918296
1194,36.3023,-4.29409,0.811278
1195,36.3023,-4.29409,0.599314
1196,44.6797,-3.69203,0.870864
1197,41.8872,-4.29409,0.599314
1198,30.7173,-3.59512,0.776556
1199,27.9248,-2.99306,0.738285
1200,36.3023,-4.29409,0.776556
1201,39.0947,-2.80273,0.918296
1202,33.5098,-4.29409,0.599314
1203,44.6797,-3.391,0.896038
1204,47.4722,-4.29409,0.776556
1205,33.5098,-3.33985,0.543564
1206,44.6797,-4.29409,0.896038
1207,33.5098,-4.29409,0.543564
1208,30.7173,-3.69203,0.650022
1209,41.8872,-4.29409,0.738285
1210,39.0947,-3.69203,0.696212
1211,19.5474,-3.99306,0.988699
1212,39.0947,-3.391,0.842658
1213,41.8872,-3.391,0.870864
1214,39.0947,-3.69203,0.896038
1215,39.0947,-3.69203,0.738285
1216,44.6797,-3.69203,0.650022
1217,41.8872,-4.29409,0.842658
1218,41.8872,-4.29409,0.650022
1219,47.4722,-4.29409,0.776556
1220,47.4722,-3.69203,0.738285
1221,41.8872,-3.69203,0.776556
1222,39.0947,-3.69203,0.776556
1223,47.4722,-4.29409,0.811278
1224,44.6797,-4.29409,0.811278
1225,53.0571,-3.99306,0.842658
1226,36.3023,-3.08997,0.738285
1227,36.3023,-3.59512,0.650022
1228,44.6797,-3.21491,0.776556
1229,50.2647,-4.29409,0.811278
1230,50.2647,-3.69203,0.696212
1231,41.8872,-3.69203,0.650022
1232,33.5098,-3.69203,0.543564
1233,25.1323,-2.24487,0.954434
1234,41.8872,-4.29409,0.811278
1235,36.3023,-3.59512,0.954434
1236,39.0947,-3.81697,0.650022
1237,41.8872,-3.44899,0.842658
1238,39.0947,-3.21491,0.738285
1239,55.8496,-3.391,0.870864
1240,36.3023,-3.59512,0.896038
1241,39.0947,-3.21491,0.870864
1242,27.9248,-3.03882,0.979869
1243,36.3023,-3.99306,0.842658
1244,39.0947,-3.81697,0.776556
1245,36.3023,-2.99306,0.650022
1246,39.0947,-3.14796,0.937734
1247,53.0571,-4.29409,0.842658
1248,39.0947,-3.81697,0.650022
1249,39.0947,-4.29409,0.918296
1250,39.0947,-3.69203,0.811278
1251,39.0947,-3.51594,0.896038
1252,22.3398,-3.03882,0.249882
1253,27.9248,-4.29409,0.33729
1254,47.4722,-3.69203,0.776556
1255,41.8872,-4.29409,0.650022
1256,41.8872,-2.99306,0.738285
1257,36.3023,-4.29409,0.482066
1258,41.8872,-4.29409,0.696212
1259,50.2647,-4.29409,0.870864
1260,41.8872,-4.29409,0.870864
1261,39.0947,-4.29409,0.696212
1262,39.0947,-4.29409,0.650022
1263,44.6797,-4.29409,0.738285
1264,39.0947,-3.69203,0.738285
1265,36.3023,-3.21491,0.543564
1266,50.2647,-3.81697,0.811278
1267,30.7173,-4.29409,0.979869
1268,41.8872,-4.29409,0.776556
1269,39.0947,-4.29409,0.842658
1270,36.3023,-3.69203,0.811278
1271,41.8872,-4.29409,0.937734
1272,33.5098,-3.69203,0.696212
