Id,KC,log_GSS,TopHalf
1810,47.4722,-3.69203,1
1811,53.0571,-4.29409,1
1812,41.8872,-4.29409,1
1813,39.0947,-3.69203,1
1814,39.0947,-3.69203,1
1815,39.0947,-3.08997,0
1816,36.3023,-4.29409,1
1817,25.1323,-3.69203,1
1818,44.6797,-3.08997,0
1819,33.5098,-4.29409,1
1820,39.0947,-2.99306,0
1821,33.5098,-2.61285,0
1822,36.3023,-3.99306,1
1823,53.0571,-4.29409,1
1824,44.6797,-4.29409,1
1825,36.3023,-3.51594,1
1826,41.8872,-4.29409,1
1827,44.6797,-3.21491,0
1828,36.3023,-3.21491,1
1829,41.8872,-4.29409,1
1830,39.0947,-3.59512,1
1831,53.0571,-4.29409,1
1832,44.6797,-3.21491,0
1833,47.4722,-4.29409,1
1834,30.7173,-4.29409,1
1835,36.3023,-4.29409,1
1836,41.8872,-3.99306,1
1837,22.3398,-2.58652,1
1838,36.3023,-2.87912,0
1839,47.4722,-4.29409,1
1840,41.8872,-3.99306,1
1841,41.8872,-3.69203,1
1842,25.1323,-2.391,1
1843,41.8872,-4.29409,1
1844,41.8872,-3.69203,1
1845,36.3023,-2.80273,0
1846,36.3023,-4.29409,1
1847,33.5098,-3.08997,1
1848,44.6797,-3.51594,1
1849,36.3023,-3.29409,1
1850,41.8872,-4.29409,1
1851,33.5098,-3.21491,1
1852,41.8872,-3.21491,1
1853,36.3023,-3.391,1
1854,41.8872,-3.81697,1
1855,41.8872,-4.29409,1
1856,27.9248,-2.73779,1
1857,22.3398,-3.03882,1
1858,30.7173,-4.29409,1
1859,44.6797,-2.61285,0
1860,47.4722,-3.29409,0
1861,36.3023,-4.29409,1
1862,36.3023,-4.29409,1
1863,44.6797,-3.69203,1
1864,47.4722,-4.29409,1
1865,41.8872,-4.29409,1
1866,30.7173,-3.59512,1
1867,27.9248,-2.99306,1
1868,41.8872,-3.99306,1
1869,36.3023,-4.29409,1
1870,39.0947,-2.80273,0
1871,39.0947,-4.29409,1
1872,33.5098,-4.29409,1
1873,44.6797,-3.391,0
1874,41.8872,-3.391,1
1875,47.4722,-4.29409,1
1876,39.0947,-3.69203,1
1877,47.4722,-4.29409,1
1878,33.5098,-3.33985,1
1879,44.6797,-4.29409,1
1880,33.5098,-4.29409,1
1881,30.7173,-3.69203,1
1882,41.8872,-4.29409,1
1883,47.4722,-4.29409,1
1884,47.4722,-4.29409,1
1885,36.3023,-3.69203,1
1886,39.0947,-3.21491,1
1887,33.5098,-4.29409,1
1888,50.2647,-3.69203,1
1889,39.0947,-3.69203,1
1890,19.5474,-3.99306,1
1891,44.6797,-3.391,1
1892,41.8872,-3.69203,1
1893,39.0947,-3.391,1
1894,47.4722,-3.99306,1
1895,44.6797,-4.29409,1
1896,41.8872,-3.391,1
1897,39.0947,-3.69203,1
1898,36.3023,-3.69203,1
1899,44.6797,-3.81697,1
1900,39.0947,-3.69203,1
1901,44.6797,-3.69203,1
1902,41.8872,-4.29409,1
1903,41.8872,-4.29409,1
1904,39.0947,-3.69203,1
1905,47.4722,-3.81697,1
1906,47.4722,-3.08997,0
1907,47.4722,-4.29409,1
1908,47.4722,-3.69203,1
1909,41.8872,-3.69203,1
1910,33.5098,-3.29409,1
1911,39.0947,-3.69203,1
1912,41.8872,-4.29409,1
1913,47.4722,-3.69203,1
1914,30.7173,-3.69203,1
1915,39.0947,-3.69203,1
1916,47.4722,-4.29409,1
1917,39.0947,-3.99306,1
1918,44.6797,-4.29409,1
1919,53.0571,-3.99306,1
1920,50.2647,-3.21491,1
1921,47.4722,-3.391,1
1922,36.3023,-3.08997,1
1923,33.5098,-3.69203,1
1924,36.3023,-3.59512,1
1925,44.6797,-3.21491,0
1926,41.8872,-3.59512,1
1927,36.3023,-3.391,1
1928,50.2647,-4.29409,1
1929,39.0947,-3.51594,1
1930,50.2647,-4.29409,1
1931,50.2647,-3.69203,1
1932,41.8872,-3.69203,1
1933,27.9248,-2.76261,1
1934,33.5098,-3.69203,1
1935,25.1323,-2.24487,1
1936,41.8872,-4.29409,1
1937,41.8872,-4.29409,1
1938,36.3023,-3.59512,1
1939,41.8872,-3.99306,1
1940,39.0947,-3.81697,1
1941,41.8872,-3.44899,1
1942,39.0947,-3.21491,1
1943,55.8496,-3.391,0
1944,41.8872,-4.29409,1
1945,36.3023,-3.59512,1
1946,39.0947,-3.21491,1
1947,27.9248,-3.03882,1
1948,33.5098,-3.391,1
1949,36.3023,-3.99306,1
1950,39.0947,-3.81697,1
1951,36.3023,-2.99306,0
1952,44.6797,-3.69203,1
1953,39.0947,-3.81697,1
1954,39.0947,-3.69203,1
1955,36.3023,-4.29409,1
1956,39.0947,-3.14796,0
1957,44.6797,-4.29409,1
1958,53.0571,-4.29409,1
1959,39.0947,-3.81697,1
1960,39.0947,-4.29409,1
1961,41.8872,-4.29409,1
1962,44.6797,-4.29409,1
1963,39.0947,-3.69203,1
1964,36.3023,-3.69203,1
1965,39.0947,-4.29409,1
1966,41.8872,-4.29409,1
1967,39.0947,-3.51594,1
1968,39.0947,-3.391,1
1969,50.2647,-3.08997,0
1970,27.9248,-4.29409,1
1971,22.3398,-3.03882,1
1972,27.9248,-4.29409,1
1973,47.4722,-3.69203,1
1974,41.8872,-4.29409,1
1975,41.8872,-3.59512,1
1976,41.8872,-2.99306,0
1977,47.4722,-3.69203,1
1978,36.3023,-4.29409,1
1979,41.8872,-4.29409,1
1980,41.8872,-4.29409,1
1981,47.4722,-3.51594,1
1982,47.4722,-3.69203,1
1983,50.2647,-4.29409,1
1984,41.8872,-4.29409,1
1985,39.0947,-4.29409,1
1986,41.8872,-4.29409,1
1987,39.0947,-4.29409,1
1988,44.6797,-4.29409,1
1989,39.0947,-3.69203,1
1990,25.1323,-2.80273,1
1991,36.3023,-3.21491,1
1992,36.3023,-3.81697,1
1993,50.2647,-4.29409,1
1994,50.2647,-3.81697,1
1995,30.7173,-4.29409,1
1996,41.8872,-4.29409,1
1997,39.0947,-4.29409,1
1998,33.5098,-3.69203,1
1999,36.3023,-3.69203,1
2000,39.0947,-4.29409,1
2001,44.6797,-4.29409,1
2002,41.8872,-4.29409,1
2003,50.2647,-4.29409,1
2004,33.5098,-3.69203,1
