Id,KC,log_GSS,TopHalf
930,30.7173,-3.69203,1
931,39.0947,-4.29409,1
932,36.3023,-3.69203,1
933,36.3023,-3.69203,1
934,41.8872,-3.99306,1
935,44.6797,-3.69203,1
936,41.8872,-3.21491,0
937,41.8872,-3.51594,1
938,41.8872,-2.78894,0
939,36.3023,-4.29409,1
940,41.8872,-3.391,1
941,39.0947,-4.29409,1
942,27.9248,-3.29409,1
943,36.3023,-2.80273,0
944,55.8496,-4.29409,1
945,41.8872,-3.59512,1
946,47.4722,-3.08997,0
947,39.0947,-3.99306,1
948,47.4722,-4.29409,1
949,44.6797,-3.69203,1
950,30.7173,-2.99306,1
951,53.0571,-3.69203,1
952,36.3023,-3.69203,1
953,41.8872,-4.29409,1
954,36.3023,-2.80273,0
955,41.8872,-3.69203,1
956,47.4722,-4.29409,1
957,44.6797,-4.29409,1
958,39.0947,-3.08997,0
959,22.3398,-2.41328,1
960,30.7173,-4.29409,1
961,33.5098,-4.29409,1
962,39.0947,-3.99306,1
963,36.3023,-3.59512,1
964,50.2647,-3.69203,1
965,44.6797,-3.69203,1
966,47.4722,-4.29409,1
967,41.8872,-4.29409,1
968,25.1323,-3.59512,1
969,41.8872,-4.29409,1
970,47.4722,-4.29409,1
971,44.6797,-3.69203,1
972,33.5098,-4.29409,1
973,36.3023,-2.99306,0
974,44.6797,-4.29409,1
975,39.0947,-3.81697,1
976,50.2647,-3.51594,1
977,44.6797,-3.69203,1
978,47.4722,-3.69203,1
979,41.8872,-3.59512,1
980,39.0947,-3.81697,1
981,41.8872,-3.69203,1
982,33.5098,-3.29409,1
983,30.7173,-3.01534,1
984,36.3023,-3.59512,1
985,50.2647,-3.69203,1
986,53.0571,-4.29409,1
987,33.5098,-3.69203,1
988,47.4722,-3.69203,1
989,39.0947,-4.29409,1
990,41.8872,-3.69203,1
991,41.8872,-4.29409,1
992,44.6797,-3.69203,1
993,39.0947,-4.29409,1
994,44.6797,-4.29409,1
995,39.0947,-3.59512,1
996,50.2647,-3.69203,1
997,39.0947,-3.2527,1
998,39.0947,-3.69203,1
999,39.0947,-3.69203,1
1000,41.8872,-3.81697,1
1001,36.3023,-3.29409,1
1002,44.6797,-3.21491,0
1003,27.9248,-3.03882,1
1004,41.8872,-3.69203,1
1005,36.3023,-4.29409,1
1006,41.8872,-4.29409,1
1007,33.5098,-4.29409,1
1008,36.3023,-4.29409,1
1009,53.0571,-3.69203,1
1010,39.0947,-3.99306,1
1011,44.6797,-3.69203,1
1012,36.3023,-3.59512,1
1013,41.8872,-4.29409,1
1014,41.8872,-3.69203,1
1015,39.0947,-4.29409,1
1016,44.6797,-3.21491,0
1017,30.7173,-4.29409,1
1018,47.4722,-3.391,1
1019,44.6797,-3.69203,1
1020,44.6797,-4.29409,1
1021,36.3023,-4.29409,1
1022,50.2647,-3.99306,1
1023,33.5098,-3.99306,1
1024,39.0947,-4.29409,1
1025,41.8872,-4.29409,1
1026,30.7173,-2.99306,1
1027,41.8872,-3.59512,1
1028,30.7173,-3.69203,1
1029,39.0947,-2.48791,0
1030,39.0947,-3.08997,0
1031,39.0947,-3.69203,1
1032,41.8872,-3.08997,0
1033,44.6797,-4.29409,1
1034,41.8872,-3.08997,0
1035,44.6797,-3.51594,1
1036,41.8872,-4.29409,1
1037,36.3023,-3.118,1
1038,41.8872,-2.99306,0
1039,44.6797,-3.59512,1
1040,33.5098,-3.69203,1
1041,33.5098,-3.69203,1
1042,39.0947,-3.99306,1
1043,33.5098,-4.29409,1
1044,33.5098,-3.03882,1
1045,39.0947,-4.29409,1
1046,36.3023,-3.14796,1
1047,30.7173,-3.391,1
1048,30.7173,-3.69203,1
1049,33.5098,-3.29409,1
1050,36.3023,-2.99306,0
1051,39.0947,-3.391,1
1052,39.0947,-4.29409,1
1053,41.8872,-3.99306,1
1054,50.2647,-4.29409,1
1055,41.8872,-3.51594,1
1056,36.3023,-4.29409,1
1057,50.2647,-4.29409,1
1058,47.4722,-4.29409,1
1059,27.9248,-3.03882,1
1060,33.5098,-4.29409,1
1061,39.0947,-3.69203,1
1062,41.8872,-4.29409,1
1063,30.7173,-3.69203,1
1064,47.4722,-3.08997,0
1065,22.3398,-4.29409,1
1066,41.8872,-4.29409,1
1067,30.7173,-2.48791,0
1068,53.0571,-4.29409,1
1069,36.3023,-3.69203,1
1070,22.3398,-3.59512,1
1071,41.8872,-3.69203,1
1072,41.8872,-3.99306,1
1073,36.3023,-2.50876,0
1074,39.0947,-4.29409,1
1075,39.0947,-4.29409,1
1076,33.5098,-3.69203,1
1077,36.3023,-4.29409,1
1078,36.3023,-3.08997,0
1079,33.5098,-3.69203,1
1080,39.0947,-4.29409,1
1081,30.7173,-3.69203,1
1082,41.8872,-3.69203,1
1083,44.6797,-3.69203,1
1084,41.8872,-3.99306,1
1085,41.8872,-4.29409,1
1086,22.3398,-3.03882,1
1087,33.5098,-3.69203,1
1088,44.6797,-3.69203,1
1089,33.5098,-3.08997,1
1090,39.0947,-3.99306,1
1091,44.6797,-3.99306,1
1092,33.5098,-3.2527,1
1093,39.0947,-4.29409,1
1094,36.3023,-3.59512,1
1095,44.6797,-3.69203,1
1096,33.5098,-2.99306,1
1097,33.5098,-3.59512,1
1098,22.3398,-3.99306,1
1099,33.5098,-3.69203,1
1100,41.8872,-3.69203,1
1101,41.8872,-4.29409,1
1102,41.8872,-3.69203,1
1103,39.0947,-3.391,1
1104,41.8872,-3.33985,1
1105,39.0947,-4.29409,1
1106,39.0947,-3.59512,1
1107,41.8872,-3.81697,1
1108,39.0947,-3.08997,0
1109,39.0947,-4.29409,1
1110,36.3023,-3.14796,1
1111,47.4722,-4.29409,1
1112,39.0947,-3.69203,1
1113,41.8872,-2.61285,0
1114,47.4722,-3.51594,1
1115,41.8872,-4.29409,1
1116,41.8872,-3.69203,1
1117,36.3023,-4.29409,1
1118,41.8872,-3.59512,1
1119,33.5098,-4.29409,1
1120,41.8872,-3.59512,1
1121,50.2647,-4.29409,1
1122,5.58496,-1.3182,1
1123,44.6797,-4.29409,1
1124,41.8872,-4.29409,1
1125,39.0947,-3.21491,1
1126,41.8872,-3.99306,1
1127,39.0947,-4.29409,1
1128,41.8872,-3.08997,0
1129,39.0947,-4.29409,1
1130,50.2647,-4.29409,1
1131,50.2647,-3.69203,1
1132,47.4722,-4.29409,1
1133,36.3023,-3.51594,1
1134,30.7173,-3.33985,1
1135,30.7173,-3.69203,1
1136,36.3023,-3.391,1
1137,47.4722,-3.08997,0
1138,50.2647,-4.29409,1
1139,33.5098,-3.14796,1
1140,39.0947,-3.08997,0
1141,33.5098,-3.99306,1
1142,41.8872,-3.69203,1
1143,39.0947,-3.81697,1
1144,41.8872,-2.99306,0
1145,44.6797,-4.29409,1
1146,44.6797,-3.69203,1
1147,50.2647,-3.99306,1
1148,47.4722,-3.59512,1
1149,30.7173,-2.391,0
1150,19.5474,-3.03882,1
1151,39.0947,-3.99306,1
1152,50.2647,-4.29409,1
1153,44.6797,-3.08997,0
1154,36.3023,-4.29409,1
1155,41.8872,-3.69203,1
1156,41.8872,-3.69203,1
1157,44.6797,-4.29409,1
1158,41.8872,-3.69203,1
1159,44.6797,-3.99306,1
1160,30.7173,-3.69203,1
1161,22.3398,-4.29409,1
1162,47.4722,-4.29409,1
1163,47.4722,-4.29409,1
1164,47.4722,-3.69203,1
1165,33.5098,-3.03882,1
1166,47.4722,-4.29409,1
1167,44.6797,-4.29409,1
1168,27.9248,-3.69203,1
1169,41.8872,-4.29409,1
1170,44.6797,-4.29409,1
1171,47.4722,-3.59512,1
1172,41.8872,-3.69203,1
1173,41.8872,-4.29409,1
1174,44.6797,-3.81697,1
1175,44.6797,-3.69203,1
1176,39.0947,-3.99306,1
1177,44.6797,-3.99306,1
1178,41.8872,-2.78894,0
1179,36.3023,-4.29409,1
1180,39.0947,-3.21491,1
1181,33.5098,-4.29409,1
1182,36.3023,-2.31182,0
1183,44.6797,-3.69203,1
1184,44.6797,-4.29409,1
1185,41.8872,-4.29409,1
1186,44.6797,-3.51594,1
1187,50.2647,-4.29409,1
1188,39.0947,-3.69203,1
1189,33.5098,-3.69203,1
1190,36.3023,-4.29409,1
1191,36.3023,-3.08997,0
1192,47.4722,-3.08997,0
1193,44.6797,-3.69203,1
1194,47.4722,-3.08997,0
1195,47.4722,-3.69203,1
1196,44.6797,-4.29409,1
1197,39.0947,-4.29409,1
1198,47.4722,-3.69203,1
1199,36.3023,-3.69203,1
1200,47.4722,-4.29409,1
1201,47.4722,-3.99306,1
1202,44.6797,-4.29409,1
1203,41.8872,-4.29409,1
1204,41.8872,-3.59512,1
1205,33.5098,-3.59512,1
1206,33.5098,-3.21491,1
1207,30.7173,-3.29409,1
1208,36.3023,-3.51594,1
1209,41.8872,-4.29409,1
1210,47.4722,-4.29409,1
1211,44.6797,-4.29409,1
1212,41.8872,-3.99306,1
1213,39.0947,-3.59512,1
1214,33.5098,-3.08997,1
1215,30.7173,-3.69203,1
1216,41.8872,-4.29409,1
1217,41.8872,-2.78894,0
1218,36.3023,-3.51594,1
1219,33.5098,-2.99306,1
1220,33.5098,-3.08997,1
1221,36.3023,-3.118,1
1222,41.8872,-4.29409,1
1223,22.3398,-4.29409,1
1224,27.9248,-3.69203,1
1225,36.3023,-4.29409,1
1226,39.0947,-4.29409,1
1227,39.0947,-4.29409,1
1228,36.3023,-3.69203,1
1229,39.0947,-4.29409,1
1230,39.0947,-3.21491,1
1231,41.8872,-3.51594,1
1232,47.4722,-4.29409,1
1233,39.0947,-3.99306,1
1234,39.0947,-2.80273,0
1235,44.6797,-3.69203,1
1236,47.4722,-3.08997,0
1237,47.4722,-4.29409,1
1238,36.3023,-2.28977,0
1239,44.6797,-3.69203,1
1240,30.7173,-3.99306,1
1241,39.0947,-3.69203,1
1242,36.3023,-4.29409,1
1243,36.3023,-3.99306,1
1244,25.1323,-3.51594,1
1245,30.7173,-3.29409,1
1246,47.4722,-2.78894,0
1247,30.7173,-2.72589,1
1248,30.7173,-2.97187,1
1249,36.3023,-3.99306,1
1250,27.9248,-4.29409,1
1251,41.8872,-3.08997,0
1252,44.6797,-3.69203,1
1253,41.8872,-3.08997,0
1254,41.8872,-3.69203,1
1255,44.6797,-3.69203,1
1256,41.8872,-4.29409,1
1257,44.6797,-3.69203,1
1258,41.8872,-4.29409,1
1259,39.0947,-4.29409,1
1260,36.3023,-4.29409,1
1261,44.6797,-3.69203,1
1262,41.8872,-4.29409,1
1263,33.5098,-3.59512,1
1264,41.8872,-3.51594,1
1265,44.6797,-3.99306,1
1266,33.5098,-3.99306,1
1267,39.0947,-3.08997,0
1268,44.6797,-3.69203,1
1269,39.0947,-3.08997,0
1270,47.4722,-4.29409,1
1271,41.8872,-3.99306,1
1272,39.0947,-3.69203,1
1273,39.0947,-3.69203,1
1274,36.3023,-4.29409,1
1275,39.0947,-3.08997,0
1276,41.8872,-3.51594,1
1277,36.3023,-3.69203,1
1278,36.3023,-3.21491,1
1279,39.0947,-3.08997,0
1280,39.0947,-3.99306,1
1281,41.8872,-3.118,0
1282,44.6797,-3.391,0
1283,47.4722,-3.391,0
1284,50.2647,-4.29409,1
1285,44.6797,-4.29409,1
1286,41.8872,-3.08997,0
1287,41.8872,-3.69203,1
1288,41.8872,-4.29409,1
1289,22.3398,-2.76261,1
1290,25.1323,-3.69203,1
1291,44.6797,-3.29409,0
1292,39.0947,-4.29409,1
1293,36.3023,-3.391,1
1294,39.0947,-4.29409,1
1295,47.4722,-3.69203,1
1296,47.4722,-3.99306,1
1297,50.2647,-3.81697,1
1298,44.6797,-3.69203,1
1299,50.2647,-3.69203,1
1300,41.8872,-4.29409,1
1301,41.8872,-4.29409,1
1302,47.4722,-4.29409,1
1303,44.6797,-3.99306,1
1304,53.0571,-3.69203,1
1305,44.6797,-3.69203,1
1306,44.6797,-4.29409,1
1307,41.8872,-3.69203,1
1308,50.2647,-4.29409,1
1309,36.3023,-4.29409,1
1310,50.2647,-4.29409,1
1311,41.8872,-4.29409,1
1312,39.0947,-4.29409,1
1313,30.7173,-3.69203,1
1314,44.6797,-4.29409,1
1315,30.7173,-3.08997,1
1316,36.3023,-3.391,1
1317,36.3023,-4.29409,1
1318,36.3023,-3.99306,1
1319,41.8872,-3.51594,1
1320,41.8872,-4.29409,1
1321,39.0947,-4.29409,1
1322,47.4722,-4.29409,1
1323,33.5098,-3.59512,1
1324,39.0947,-3.69203,1
1325,30.7173,-2.99306,1
1326,41.8872,-3.51594,1
1327,36.3023,-3.391,1
1328,50.2647,-3.08997,0
1329,27.9248,-4.29409,1
1330,47.4722,-4.29409,1
1331,50.2647,-3.69203,1
1332,47.4722,-3.69203,1
1333,41.8872,-4.29409,1
1334,36.3023,-4.29409,1
1335,50.2647,-3.51594,1
1336,44.6797,-3.391,1
1337,41.8872,-3.99306,1
1338,39.0947,-3.21491,1
1339,39.0947,-3.99306,1
1340,33.5098,-4.29409,1
1341,30.7173,-4.29409,1
1342,27.9248,-2.11225,0
1343,41.8872,-4.29409,1
1344,41.8872,-3.59512,1
1345,39.0947,-3.21491,1
1346,39.0947,-3.81697,1
1347,41.8872,-3.69203,1
1348,47.4722,-3.69203,1
1349,44.6797,-4.29409,1
1350,44.6797,-3.69203,1
1351,30.7173,-4.29409,1
1352,36.3023,-3.51594,1
1353,39.0947,-4.29409,1
1354,36.3023,-3.69203,1
1355,39.0947,-3.99306,1
1356,41.8872,-3.391,1
1357,36.3023,-3.69203,1
1358,39.0947,-4.29409,1
1359,41.8872,-3.81697,1
1360,44.6797,-3.69203,1
1361,44.6797,-4.29409,1
1362,33.5098,-3.69203,1
1363,33.5098,-3.03882,1
1364,47.4722,-3.69203,1
1365,39.0947,-3.59512,1
1366,44.6797,-3.51594,1
1367,47.4722,-4.29409,1
1368,30.7173,-2.24487,0
1369,41.8872,-3.29409,1
1370,36.3023,-3.14796,1
1371,50.2647,-3.99306,1
1372,47.4722,-4.29409,1
1373,41.8872,-4.29409,1
1374,44.6797,-3.69203,1
1375,36.3023,-3.99306,1
1376,44.6797,-3.69203,1
1377,44.6797,-4.29409,1
1378,33.5098,-2.50876,0
1379,33.5098,-4.29409,1
1380,30.7173,-4.29409,1
1381,39.0947,-4.29409,1
1382,44.6797,-3.99306,1
1383,39.0947,-3.69203,1
1384,44.6797,-4.29409,1
1385,36.3023,-2.75002,0
1386,25.1323,-2.41328,1
1387,41.8872,-3.99306,1
1388,47.4722,-4.29409,1
1389,27.9248,-3.08997,1
1390,41.8872,-3.99306,1
1391,33.5098,-2.28977,0
1392,47.4722,-3.69203,1
1393,22.3398,-2.48791,1
1394,47.4722,-3.69203,1
1395,44.6797,-4.29409,1
1396,36.3023,-3.99306,1
1397,44.6797,-3.59512,1
1398,30.7173,-2.99306,1
1399,36.3023,-3.81697,1
1400,19.5474,-2.48791,1
1401,30.7173,-4.29409,1
1402,39.0947,-3.69203,1
1403,39.0947,-3.69203,1
1404,33.5098,-3.21491,1
1405,33.5098,-3.99306,1
1406,39.0947,-3.08997,0
1407,50.2647,-3.69203,1
1408,50.2647,-4.29409,1
1409,39.0947,-3.08997,0
1410,41.8872,-3.99306,1
1411,41.8872,-3.391,1
1412,30.7173,-3.08997,1
1413,41.8872,-3.69203,1
1414,47.4722,-4.29409,1
1415,44.6797,-3.69203,1
1416,44.6797,-4.29409,1
1417,39.0947,-3.08997,0
1418,36.3023,-3.59512,1
1419,39.0947,-3.69203,1
1420,39.0947,-2.99306,0
1421,39.0947,-4.29409,1
1422,39.0947,-4.29409,1
1423,41.8872,-3.69203,1
1424,30.7173,-3.69203,1
1425,39.0947,-3.81697,1
1426,44.6797,-3.99306,1
1427,41.8872,-4.29409,1
1428,36.3023,-3.29409,1
1429,36.3023,-4.29409,1
1430,39.0947,-3.99306,1
1431,27.9248,-2.76261,1
1432,33.5098,-3.29409,1
1433,19.5474,-4.29409,1
1434,47.4722,-3.99306,1
1435,44.6797,-4.29409,1
1436,36.3023,-3.99306,1
1437,36.3023,-4.29409,1
1438,41.8872,-3.99306,1
1439,47.4722,-3.99306,1
1440,50.2647,-3.69203,1
1441,44.6797,-3.69203,1
1442,27.9248,-3.69203,1
1443,47.4722,-4.29409,1
1444,53.0571,-4.29409,1
1445,44.6797,-3.69203,1
1446,39.0947,-3.59512,1
1447,41.8872,-3.99306,1
1448,33.5098,-3.99306,1
1449,41.8872,-2.99306,0
1450,44.6797,-4.29409,1
1451,41.8872,-3.81697,1
1452,47.4722,-3.59512,1
1453,41.8872,-2.99306,0
1454,36.3023,-3.69203,1
1455,33.5098,-3.118,1
1456,50.2647,-4.29409,1
1457,41.8872,-3.69203,1
1458,44.6797,-4.29409,1
1459,36.3023,-3.69203,1
1460,36.3023,-3.08997,1
1461,33.5098,-3.69203,1
1462,44.6797,-4.29409,1
1463,27.9248,-4.29409,1
1464,39.0947,-3.59512,1
1465,47.4722,-3.51594,1
1466,22.3398,-2.48791,1
1467,50.2647,-4.29409,1
1468,53.0571,-3.69203,1
1469,44.6797,-3.99306,1
1470,30.7173,-3.69203,1
1471,30.7173,-4.29409,1
1472,44.6797,-3.99306,1
1473,39.0947,-3.69203,1
1474,30.7173,-3.391,1
1475,50.2647,-3.69203,1
1476,44.6797,-4.29409,1
1477,41.8872,-3.69203,1
1478,36.3023,-4.29409,1
1479,41.8872,-3.81697,1
1480,41.8872,-3.51594,1
1481,47.4722,-4.29409,1
1482,33.5098,-2.31182,0
1483,44.6797,-4.29409,1
1484,41.8872,-3.99306,1
1485,44.6797,-4.29409,1
1486,39.0947,-4.29409,1
1487,39.0947,-3.69203,1
1488,41.8872,-4.29409,1
1489,39.0947,-3.21491,0
1490,27.9248,-3.01534,1
1491,36.3023,-3.59512,1
1492,47.4722,-4.29409,1
1493,39.0947,-3.99306,1
1494,36.3023,-3.59512,1
1495,41.8872,-3.81697,1
1496,50.2647,-2.78894,0
1497,39.0947,-3.51594,1
1498,33.5098,-3.08997,1
1499,30.7173,-3.69203,1
1500,36.3023,-3.59512,1
1501,39.0947,-3.21491,1
1502,36.3023,-3.391,1
1503,47.4722,-3.59512,1
1504,33.5098,-3.69203,1
1505,41.8872,-4.29409,1
1506,36.3023,-3.59512,1
1507,39.0947,-3.81697,1
1508,44.6797,-3.29409,0
1509,41.8872,-3.69203,1
1510,47.4722,-3.69203,1
1511,33.5098,-3.29409,1
1512,50.2647,-4.29409,1
1513,50.2647,-3.69203,1
1514,44.6797,-4.29409,1
1515,33.5098,-2.81697,0
1516,33.5098,-3.08997,1
1517,39.0947,-3.69203,1
1518,47.4722,-3.69203,1
1519,22.3398,-4.29409,1
1520,22.3398,-3.08997,1
1521,27.9248,-2.48791,1
1522,22.3398,-3.51594,1
1523,39.0947,-3.99306,1
1524,41.8872,-3.33985,1
1525,44.6797,-3.69203,1
1526,30.7173,-3.29409,1
1527,39.0947,-4.29409,1
1528,47.4722,-3.69203,1
1529,44.6797,-4.29409,1
1530,39.0947,-2.99306,0
1531,36.3023,-3.99306,1
1532,39.0947,-2.5459,0
1533,33.5098,-3.21491,1
1534,47.4722,-4.29409,1
1535,44.6797,-3.69203,1
1536,47.4722,-3.08997,0
1537,44.6797,-4.29409,1
1538,41.8872,-3.21491,0
1539,44.6797,-3.69203,1
1540,36.3023,-3.69203,1
1541,41.8872,-2.99306,0
1542,39.0947,-4.29409,1
1543,44.6797,-3.69203,1
1544,47.4722,-4.29409,1
1545,41.8872,-3.99306,1
1546,36.3023,-3.51594,1
1547,41.8872,-4.29409,1
1548,44.6797,-3.69203,1
1549,36.3023,-3.99306,1
1550,44.6797,-2.99306,0
1551,36.3023,-4.29409,1
1552,44.6797,-4.29409,1
1553,36.3023,-3.21491,1
1554,27.9248,-3.08997,1
1555,33.5098,-3.99306,1
1556,39.0947,-4.29409,1
1557,50.2647,-4.29409,1
1558,41.8872,-4.29409,1
1559,36.3023,-4.29409,1
1560,39.0947,-3.33985,1
1561,36.3023,-3.51594,1
1562,30.7173,-3.69203,1
1563,44.6797,-4.29409,1
1564,44.6797,-3.51594,1
1565,36.3023,-2.5459,0
1566,33.5098,-3.21491,1
1567,39.0947,-3.51594,1
1568,41.8872,-3.69203,1
1569,36.3023,-3.59512,1
1570,33.5098,-3.59512,1
1571,41.8872,-4.29409,1
1572,33.5098,-4.29409,1
1573,27.9248,-4.29409,1
1574,30.7173,-4.29409,1
1575,39.0947,-3.59512,1
1576,53.0571,-3.69203,1
1577,30.7173,-3.69203,1
1578,36.3023,-3.51594,1
1579,36.3023,-4.29409,1
1580,47.4722,-3.99306,1
1581,41.8872,-4.29409,1
1582,44.6797,-3.21491,0
1583,44.6797,-3.69203,1
1584,50.2647,-4.29409,1
1585,36.3023,-3.99306,1
1586,30.7173,-3.69203,1
1587,36.3023,-3.99306,1
1588,39.0947,-3.2527,1
1589,50.2647,-4.29409,1
1590,39.0947,-3.69203,1
1591,39.0947,-4.29409,1
1592,44.6797,-4.29409,1
1593,47.4722,-4.29409,1
1594,30.7173,-3.08997,1
1595,36.3023,-3.69203,1
1596,25.1323,-4.29409,1
1597,33.5098,-3.51594,1
1598,33.5098,-3.69203,1
1599,25.1323,-2.58652,1
1600,44.6797,-3.99306,1
1601,50.2647,-4.29409,1
1602,47.4722,-2.78894,0
1603,41.8872,-3.81697,1
1604,30.7173,-3.14796,1
1605,39.0947,-3.51594,1
1606,39.0947,-4.29409,1
1607,39.0947,-3.21491,0
1608,25.1323,-3.51594,1
1609,36.3023,-2.99306,0
1610,36.3023,-2.80273,0
1611,39.0947,-3.59512,1
1612,47.4722,-4.29409,1
1613,44.6797,-3.391,0
1614,47.4722,-3.391,1
1615,47.4722,-3.69203,1
1616,44.6797,-3.51594,1
1617,47.4722,-3.08997,0
1618,47.4722,-3.99306,1
1619,50.2647,-3.08997,0
1620,25.1323,-2.41328,1
1621,22.3398,-3.08997,1
1622,47.4722,-3.69203,1
1623,47.4722,-3.81697,1
1624,44.6797,-3.81697,1
1625,25.1323,-1.80273,1
1626,41.8872,-4.29409,1
1627,19.5474,-2.11225,1
1628,16.7549,-2.73779,1
1629,36.3023,-3.81697,1
1630,33.5098,-4.29409,1
1631,44.6797,-3.99306,1
1632,41.8872,-4.29409,1
1633,41.8872,-3.33985,1
1634,39.0947,-3.21491,1
1635,27.9248,-2.391,1
1636,44.6797,-4.29409,1
1637,47.4722,-3.391,0
1638,33.5098,-3.01534,1
1639,44.6797,-3.99306,1
1640,25.1323,-1.68343,0
1641,39.0947,-3.51594,1
1642,36.3023,-4.29409,1
1643,44.6797,-3.69203,1
1644,39.0947,-3.69203,1
1645,41.8872,-4.29409,1
1646,44.6797,-3.69203,1
1647,44.6797,-4.29409,1
1648,44.6797,-3.99306,1
1649,47.4722,-3.69203,1
1650,39.0947,-2.80273,0
1651,36.3023,-3.59512,1
1652,39.0947,-3.99306,1
1653,27.9248,-2.72589,1
1654,27.9248,-1.80273,0
1655,47.4722,-3.59512,1
1656,36.3023,-3.69203,1
1657,41.8872,-4.29409,1
1658,41.8872,-3.69203,1
1659,27.9248,-2.99306,1
1660,33.5098,-2.28977,0
1661,39.0947,-3.81697,1
1662,39.0947,-3.69203,1
1663,41.8872,-4.29409,1
1664,36.3023,-4.29409,1
1665,33.5098,-3.59512,1
1666,47.4722,-4.29409,1
1667,44.6797,-3.391,0
1668,41.8872,-3.69203,1
1669,41.8872,-3.69203,1
1670,41.8872,-3.391,1
1671,41.8872,-4.29409,1
1672,33.5098,-3.99306,1
1673,39.0947,-4.29409,1
1674,36.3023,-3.69203,1
1675,41.8872,-4.29409,1
1676,41.8872,-4.29409,1
1677,44.6797,-3.21491,0
1678,47.4722,-3.99306,1
1679,41.8872,-3.08997,0
1680,36.3023,-2.61285,0
1681,44.6797,-3.69203,1
1682,47.4722,-3.51594,1
1683,44.6797,-3.69203,1
1684,36.3023,-3.391,1
1685,30.7173,-3.69203,1
1686,33.5098,-3.81697,1
1687,47.4722,-3.69203,1
1688,50.2647,-4.29409,1
1689,44.6797,-4.29409,1
1690,53.0571,-3.08997,1
1691,47.4722,-3.69203,1
1692,50.2647,-3.69203,1
1693,50.2647,-4.29409,1
1694,36.3023,-3.69203,1
1695,41.8872,-3.59512,1
1696,39.0947,-4.29409,1
1697,39.0947,-4.29409,1
1698,39.0947,-3.29409,1
1699,36.3023,-3.14796,1
1700,39.0947,-3.391,1
1701,47.4722,-4.29409,1
1702,36.3023,-3.59512,1
1703,39.0947,-4.29409,1
1704,36.3023,-4.29409,1
1705,47.4722,-3.51594,1
1706,41.8872,-3.69203,1
1707,39.0947,-3.51594,1
1708,27.9248,-3.99306,1
1709,44.6797,-4.29409,1
1710,36.3023,-3.21491,1
1711,41.8872,-3.99306,1
1712,36.3023,-3.59512,1
1713,39.0947,-2.99306,0
1714,30.7173,-3.69203,1
1715,33.5098,-3.14796,1
1716,39.0947,-3.51594,1
1717,25.1323,-2.84693,1
1718,39.0947,-4.29409,1
1719,36.3023,-3.59512,1
1720,41.8872,-3.69203,1
1721,41.8872,-3.08997,0
1722,33.5098,-3.69203,1
1723,36.3023,-3.08997,1
1724,39.0947,-3.391,1
1725,44.6797,-3.69203,1
1726,44.6797,-3.21491,0
1727,39.0947,-3.81697,1
1728,41.8872,-4.29409,1
1729,36.3023,-3.59512,1
1730,36.3023,-3.391,1
1731,36.3023,-3.81697,1
1732,39.0947,-3.99306,1
1733,30.7173,-3.69203,1
1734,47.4722,-4.29409,1
1735,50.2647,-4.29409,1
1736,50.2647,-4.29409,1
1737,41.8872,-4.29409,1
1738,39.0947,-3.99306,1
1739,44.6797,-3.99306,1
1740,44.6797,-2.78894,0
1741,47.4722,-3.99306,1
1742,44.6797,-3.99306,1
1743,25.1323,-4.29409,1
1744,19.5474,-3.99306,1
1745,41.8872,-3.51594,1
1746,44.6797,-3.59512,1
1747,30.7173,-2.28977,0
1748,41.8872,-3.08997,0
1749,53.0571,-4.29409,1
1750,44.6797,-3.99306,1
1751,33.5098,-3.69203,1
1752,33.5098,-4.29409,1
1753,39.0947,-4.29409,1
1754,36.3023,-4.29409,1
1755,44.6797,-4.29409,1
1756,36.3023,-3.391,1
1757,27.9248,-4.29409,1
1758,41.8872,-4.29409,1
1759,55.8496,-3.391,1
1760,44.6797,-4.29409,1
1761,39.0947,-3.81697,1
1762,33.5098,-3.69203,1
1763,44.6797,-3.69203,1
1764,36.3023,-3.99306,1
1765,41.8872,-3.391,1
1766,41.8872,-3.99306,1
1767,39.0947,-3.99306,1
1768,39.0947,-3.69203,1
1769,44.6797,-3.69203,1
1770,33.5098,-3.69203,1
1771,39.0947,-4.29409,1
1772,41.8872,-3.69203,1
1773,39.0947,-4.29409,1
1774,41.8872,-3.99306,1
1775,30.7173,-3.59512,1
1776,39.0947,-3.69203,1
1777,41.8872,-3.99306,1
1778,41.8872,-3.08997,0
1779,39.0947,-4.29409,1
1780,41.8872,-4.29409,1
1781,41.8872,-2.97187,0
1782,41.8872,-3.08997,0
1783,39.0947,-4.29409,1
1784,36.3023,-3.2527,1
1785,36.3023,-2.87912,0
1786,25.1323,-2.80273,1
1787,36.3023,-3.69203,1
1788,39.0947,-3.81697,1
1789,50.2647,-4.29409,1
1790,47.4722,-3.99306,1
1791,41.8872,-3.2527,1
1792,44.6797,-4.29409,1
1793,33.5098,-2.97187,1
1794,39.0947,-3.69203,1
1795,47.4722,-4.29409,1
1796,47.4722,-3.69203,1
1797,44.6797,-3.69203,1
1798,50.2647,-4.29409,1
1799,25.1323,-4.29409,1
1800,44.6797,-3.59512,1
1801,33.5098,-3.69203,1
1802,55.8496,-4.29409,1
1803,47.4722,-4.29409,1
1804,44.6797,-4.29409,1
1805,27.9248,-2.58652,1
1806,50.2647,-4.29409,1
1807,33.5098,-3.14796,1
1808,50.2647,-3.99306,1
1809,50.2647,-4.29409,1
