Id,log rank,log_GSS
325,2.51322,-3.14796
326,2.51455,-3.14796
327,2.51587,-3.14796
328,2.5172,-3.14796
329,2.51851,-3.14796
330,2.51983,-3.21491
331,2.52114,-3.21491
332,2.52244,-3.21491
333,2.52375,-3.21491
334,2.52504,-3.21491
335,2.52634,-3.21491
336,2.52763,-3.21491
337,2.52892,-3.21491
338,2.5302,-3.21491
339,2.53148,-3.21491
340,2.53275,-3.21491
341,2.53403,-3.21491
342,2.53529,-3.21491
343,2.53656,-3.21491
344,2.53782,-3.21491
345,2.53908,-3.21491
346,2.54033,-3.21491
347,2.54158,-3.21491
348,2.54283,-3.21491
349,2.54407,-3.21491
350,2.54531,-3.21491
351,2.54654,-3.21491
352,2.54777,-3.21491
353,2.549,-3.21491
354,2.55023,-3.21491
355,2.55145,-3.21491
356,2.55267,-3.21491
357,2.55388,-3.21491
358,2.55509,-3.21491
359,2.5563,-3.21491
360,2.55751,-3.21491
361,2.55871,-3.21491
362,2.55991,-3.21491
363,2.5611,-3.21491
364,2.56229,-3.21491
365,2.56348,-3.21491
366,2.56467,-3.21491
367,2.56585,-3.21491
368,2.56703,-3.21491
369,2.5682,-3.21491
370,2.56937,-3.21491
371,2.57054,-3.21491
372,2.57171,-3.21491
373,2.57287,-3.21491
374,2.57403,-3.21491
375,2.57519,-3.21491
376,2.57634,-3.21491
377,2.57749,-3.21491
378,2.57864,-3.21491
379,2.57978,-3.21491
380,2.58092,-3.21491
381,2.58206,-3.21491
382,2.5832,-3.21491
383,2.58433,-3.21491
384,2.58546,-3.21491
385,2.58659,-3.21491
386,2.58771,-3.21491
387,2.58883,-3.21491
388,2.58995,-3.21491
389,2.59106,-3.21491
390,2.59218,-3.21491
391,2.59329,-3.21491
392,2.59439,-3.21491
393,2.5955,-3.21491
394,2.5966,-3.21491
395,2.5977,-3.21491
396,2.59879,-3.21491
397,2.59988,-3.21491
398,2.60097,-3.21491
399,2.60206,-3.21491
400,2.60314,-3.21491
401,2.60423,-3.21491
402,2.60531,-3.21491
403,2.60638,-3.21491
404,2.60746,-3.21491
405,2.60853,-3.21491
406,2.60959,-3.21491
407,2.61066,-3.21491
408,2.61172,-3.21491
409,2.61278,-3.21491
410,2.61384,-3.21491
411,2.6149,-3.21491
412,2.61595,-3.21491
413,2.617,-3.21491
414,2.61805,-3.21491
415,2.61909,-3.2527
416,2.62014,-3.2527
417,2.62118,-3.2527
418,2.62221,-3.2527
419,2.62325,-3.2527
420,2.62428,-3.2527
421,2.62531,-3.29409
422,2.62634,-3.29409
423,2.62737,-3.29409
424,2.62839,-3.29409
425,2.62941,-3.29409
426,2.63043,-3.29409
427,2.63144,-3.29409
428,2.63246,-3.29409
429,2.63347,-3.29409
430,2.63448,-3.29409
431,2.63548,-3.29409
432,2.63649,-3.29409
433,2.63749,-3.29409
434,2.63849,-3.29409
435,2.63949,-3.29409
436,2.64048,-3.29409
437,2.64147,-3.29409
438,2.64246,-3.29409
439,2.64345,-3.29409
440,2.64444,-3.29409
441,2.64542,-3.29409
442,2.6464,-3.29409
443,2.64738,-3.29409
444,2.64836,-3.29409
445,2.64933,-3.29409
446,2.65031,-3.29409
447,2.65128,-3.29409
448,2.65225,-3.33985
449,2.65321,-3.33985
450,2.65418,-3.33985
451,2.65514,-3.33985
452,2.6561,-3.33985
453,2.65706,-3.33985
454,2.65801,-3.33985
455,2.65896,-3.33985
456,2.65992,-3.33985
457,2.66087,-3.33985
458,2.66181,-3.33985
459,2.66276,-3.33985
460,2.6637,-3.33985
461,2.66464,-3.33985
462,2.66558,-3.33985
463,2.66652,-3.391
464,2.66745,-3.391
465,2.66839,-3.391
466,2.66932,-3.391
467,2.67025,-3.391
468,2.67117,-3.391
469,2.6721,-3.391
470,2.67302,-3.391
471,2.67394,-3.391
472,2.67486,-3.391
473,2.67578,-3.391
474,2.67669,-3.391
475,2.67761,-3.391
476,2.67852,-3.391
477,2.67943,-3.391
478,2.68034,-3.391
479,2.68124,-3.391
480,2.68215,-3.391
481,2.68305,-3.391
482,2.68395,-3.391
483,2.68485,-3.391
484,2.68574,-3.391
485,2.68664,-3.391
486,2.68753,-3.391
487,2.68842,-3.391
488,2.68931,-3.391
489,2.6902,-3.391
490,2.69108,-3.391
491,2.69197,-3.391
492,2.69285,-3.391
493,2.69373,-3.391
494,2.69461,-3.391
495,2.69548,-3.391
496,2.69636,-3.391
497,2.69723,-3.391
498,2.6981,-3.391
499,2.69897,-3.391
500,2.69984,-3.391
501,2.7007,-3.391
502,2.70157,-3.391
503,2.70243,-3.391
504,2.70329,-3.391
505,2.70415,-3.391
506,2.70501,-3.391
507,2.70586,-3.391
508,2.70672,-3.391
509,2.70757,-3.391
510,2.70842,-3.391
511,2.70927,-3.391
512,2.71012,-3.391
513,2.71096,-3.391
514,2.71181,-3.391
515,2.71265,-3.391
516,2.71349,-3.391
517,2.71433,-3.391
518,2.71517,-3.391
519,2.716,-3.391
520,2.71684,-3.391
521,2.71767,-3.391
522,2.7185,-3.391
523,2.71933,-3.391
524,2.72016,-3.391
525,2.72099,-3.391
526,2.72181,-3.391
527,2.72263,-3.391
528,2.72346,-3.391
529,2.72428,-3.391
530,2.72509,-3.391
531,2.72591,-3.391
532,2.72673,-3.391
533,2.72754,-3.391
534,2.72835,-3.391
535,2.72916,-3.391
536,2.72997,-3.391
537,2.73078,-3.391
538,2.73159,-3.44899
539,2.73239,-3.44899
540,2.7332,-3.44899
541,2.734,-3.44899
542,2.7348,-3.44899
543,2.7356,-3.44899
544,2.7364,-3.51594
545,2.73719,-3.51594
546,2.73799,-3.51594
547,2.73878,-3.51594
548,2.73957,-3.51594
549,2.74036,-3.51594
550,2.74115,-3.51594
551,2.74194,-3.51594
552,2.74273,-3.51594
553,2.74351,-3.51594
554,2.74429,-3.51594
555,2.74507,-3.51594
556,2.74586,-3.51594
557,2.74663,-3.51594
558,2.74741,-3.51594
559,2.74819,-3.51594
560,2.74896,-3.51594
561,2.74974,-3.51594
562,2.75051,-3.51594
563,2.75128,-3.51594
564,2.75205,-3.51594
565,2.75282,-3.51594
566,2.75358,-3.51594
567,2.75435,-3.51594
568,2.75511,-3.51594
569,2.75587,-3.51594
570,2.75664,-3.51594
571,2.7574,-3.51594
572,2.75815,-3.51594
573,2.75891,-3.51594
574,2.75967,-3.51594
575,2.76042,-3.51594
576,2.76118,-3.51594
577,2.76193,-3.51594
578,2.76268,-3.51594
579,2.76343,-3.51594
580,2.76418,-3.51594
581,2.76492,-3.51594
582,2.76567,-3.51594
583,2.76641,-3.51594
584,2.76716,-3.51594
585,2.7679,-3.51594
586,2.76864,-3.51594
587,2.76938,-3.51594
588,2.77012,-3.51594
589,2.77085,-3.51594
590,2.77159,-3.51594
591,2.77232,-3.51594
592,2.77305,-3.51594
593,2.77379,-3.51594
594,2.77452,-3.51594
595,2.77525,-3.51594
596,2.77597,-3.51594
597,2.7767,-3.51594
598,2.77743,-3.51594
599,2.77815,-3.51594
600,2.77887,-3.51594
601,2.7796,-3.51594
602,2.78032,-3.51594
603,2.78104,-3.51594
604,2.78176,-3.51594
605,2.78247,-3.51594
606,2.78319,-3.51594
607,2.7839,-3.51594
608,2.78462,-3.51594
609,2.78533,-3.59512
610,2.78604,-3.59512
611,2.78675,-3.59512
612,2.78746,-3.59512
613,2.78817,-3.59512
614,2.78888,-3.59512
615,2.78958,-3.59512
616,2.79029,-3.59512
617,2.79099,-3.59512
618,2.79169,-3.59512
619,2.79239,-3.59512
620,2.79309,-3.59512
621,2.79379,-3.59512
622,2.79449,-3.59512
623,2.79518,-3.59512
624,2.79588,-3.59512
625,2.79657,-3.59512
626,2.79727,-3.59512
627,2.79796,-3.59512
628,2.79865,-3.59512
629,2.79934,-3.59512
630,2.80003,-3.59512
631,2.80072,-3.59512
632,2.8014,-3.59512
633,2.80209,-3.59512
634,2.80277,-3.59512
635,2.80346,-3.59512
636,2.80414,-3.59512
637,2.80482,-3.59512
638,2.8055,-3.59512
639,2.80618,-3.59512
640,2.80686,-3.59512
641,2.80754,-3.59512
642,2.80821,-3.59512
643,2.80889,-3.59512
644,2.80956,-3.59512
645,2.81023,-3.59512
646,2.8109,-3.59512
647,2.81158,-3.59512
648,2.81224,-3.59512
649,2.81291,-3.59512
650,2.81358,-3.59512
651,2.81425,-3.59512
652,2.81491,-3.59512
653,2.81558,-3.59512
654,2.81624,-3.59512
655,2.8169,-3.59512
656,2.81757,-3.59512
657,2.81823,-3.59512
658,2.81889,-3.59512
659,2.81954,-3.59512
660,2.8202,-3.59512
661,2.82086,-3.59512
662,2.82151,-3.59512
663,2.82217,-3.59512
664,2.82282,-3.59512
665,2.82347,-3.59512
666,2.82413,-3.59512
667,2.82478,-3.59512
668,2.82543,-3.59512
669,2.82607,-3.59512
670,2.82672,-3.59512
671,2.82737,-3.59512
672,2.82802,-3.59512
673,2.82866,-3.59512
674,2.8293,-3.59512
675,2.82995,-3.59512
676,2.83059,-3.59512
677,2.83123,-3.59512
678,2.83187,-3.59512
679,2.83251,-3.59512
680,2.83315,-3.59512
681,2.83378,-3.59512
682,2.83442,-3.59512
683,2.83506,-3.59512
684,2.83569,-3.59512
685,2.83632,-3.59512
686,2.83696,-3.59512
687,2.83759,-3.59512
688,2.83822,-3.59512
689,2.83885,-3.59512
690,2.83948,-3.59512
691,2.84011,-3.59512
692,2.84073,-3.59512
693,2.84136,-3.59512
694,2.84198,-3.59512
695,2.84261,-3.59512
696,2.84323,-3.59512
697,2.84386,-3.59512
698,2.84448,-3.59512
699,2.8451,-3.59512
700,2.84572,-3.59512
701,2.84634,-3.59512
702,2.84696,-3.59512
703,2.84757,-3.59512
704,2.84819,-3.59512
705,2.8488,-3.59512
706,2.84942,-3.59512
707,2.85003,-3.59512
708,2.85065,-3.59512
709,2.85126,-3.59512
710,2.85187,-3.69203
711,2.85248,-3.69203
712,2.85309,-3.69203
713,2.8537,-3.69203
714,2.85431,-3.69203
715,2.85491,-3.69203
716,2.85552,-3.69203
717,2.85612,-3.69203
718,2.85673,-3.69203
719,2.85733,-3.69203
720,2.85794,-3.69203
721,2.85854,-3.69203
722,2.85914,-3.69203
723,2.85974,-3.69203
724,2.86034,-3.69203
725,2.86094,-3.69203
726,2.86153,-3.69203
727,2.86213,-3.69203
728,2.86273,-3.69203
729,2.86332,-3.69203
730,2.86392,-3.69203
731,2.86451,-3.69203
732,2.8651,-3.69203
733,2.8657,-3.69203
734,2.86629,-3.69203
735,2.86688,-3.69203
736,2.86747,-3.69203
737,2.86806,-3.69203
738,2.86864,-3.69203
739,2.86923,-3.69203
740,2.86982,-3.69203
741,2.8704,-3.69203
742,2.87099,-3.69203
743,2.87157,-3.69203
744,2.87216,-3.69203
745,2.87274,-3.69203
746,2.87332,-3.69203
747,2.8739,-3.69203
748,2.87448,-3.69203
749,2.87506,-3.69203
750,2.87564,-3.69203
751,2.87622,-3.69203
752,2.87679,-3.69203
753,2.87737,-3.69203
754,2.87795,-3.69203
755,2.87852,-3.69203
756,2.8791,-3.69203
757,2.87967,-3.69203
758,2.88024,-3.69203
759,2.88081,-3.69203
760,2.88138,-3.69203
761,2.88195,-3.69203
762,2.88252,-3.69203
763,2.88309,-3.69203
764,2.88366,-3.69203
765,2.88423,-3.69203
766,2.8848,-3.69203
767,2.88536,-3.69203
768,2.88593,-3.69203
769,2.88649,-3.69203
770,2.88705,-3.69203
771,2.88762,-3.69203
772,2.88818,-3.69203
773,2.88874,-3.69203
774,2.8893,-3.69203
775,2.88986,-3.69203
776,2.89042,-3.69203
777,2.89098,-3.69203
778,2.89154,-3.69203
779,2.89209,-3.69203
780,2.89265,-3.69203
781,2.89321,-3.69203
782,2.89376,-3.69203
783,2.89432,-3.69203
784,2.89487,-3.69203
785,2.89542,-3.69203
786,2.89597,-3.69203
787,2.89653,-3.69203
788,2.89708,-3.69203
789,2.89763,-3.69203
790,2.89818,-3.69203
791,2.89873,-3.69203
792,2.89927,-3.69203
793,2.89982,-3.69203
794,2.90037,-3.69203
795,2.90091,-3.69203
796,2.90146,-3.69203
797,2.902,-3.69203
798,2.90255,-3.69203
799,2.90309,-3.69203
800,2.90363,-3.69203
801,2.90417,-3.69203
802,2.90472,-3.69203
803,2.90526,-3.69203
804,2.9058,-3.69203
805,2.90634,-3.69203
806,2.90687,-3.69203
807,2.90741,-3.69203
808,2.90795,-3.69203
809,2.90849,-3.69203
810,2.90902,-3.69203
811,2.90956,-3.69203
812,2.91009,-3.69203
813,2.91062,-3.69203
814,2.91116,-3.69203
815,2.91169,-3.69203
816,2.91222,-3.69203
817,2.91275,-3.69203
818,2.91328,-3.69203
819,2.91381,-3.69203
820,2.91434,-3.69203
821,2.91487,-3.69203
822,2.9154,-3.69203
823,2.91593,-3.69203
824,2.91645,-3.69203
825,2.91698,-3.69203
826,2.91751,-3.69203
827,2.91803,-3.69203
828,2.91855,-3.69203
829,2.91908,-3.69203
830,2.9196,-3.69203
831,2.92012,-3.69203
832,2.92065,-3.69203
833,2.92117,-3.69203
834,2.92169,-3.69203
835,2.92221,-3.69203
836,2.92273,-3.69203
837,2.92324,-3.69203
838,2.92376,-3.69203
839,2.92428,-3.69203
840,2.9248,-3.69203
841,2.92531,-3.69203
842,2.92583,-3.69203
843,2.92634,-3.69203
844,2.92686,-3.69203
845,2.92737,-3.69203
846,2.92788,-3.69203
847,2.9284,-3.69203
848,2.92891,-3.69203
849,2.92942,-3.69203
850,2.92993,-3.69203
851,2.93044,-3.69203
852,2.93095,-3.69203
853,2.93146,-3.69203
854,2.93197,-3.69203
855,2.93247,-3.69203
856,2.93298,-3.69203
857,2.93349,-3.69203
858,2.93399,-3.69203
859,2.9345,-3.69203
860,2.935,-3.69203
861,2.93551,-3.69203
862,2.93601,-3.69203
863,2.93651,-3.69203
864,2.93702,-3.69203
865,2.93752,-3.69203
866,2.93802,-3.69203
867,2.93852,-3.69203
868,2.93902,-3.69203
869,2.93952,-3.69203
870,2.94002,-3.69203
871,2.94052,-3.69203
872,2.94101,-3.69203
873,2.94151,-3.69203
874,2.94201,-3.69203
875,2.9425,-3.69203
876,2.943,-3.69203
877,2.94349,-3.69203
878,2.94399,-3.69203
879,2.94448,-3.69203
880,2.94498,-3.69203
881,2.94547,-3.69203
882,2.94596,-3.69203
883,2.94645,-3.69203
884,2.94694,-3.69203
885,2.94743,-3.69203
886,2.94792,-3.69203
887,2.94841,-3.69203
888,2.9489,-3.69203
889,2.94939,-3.69203
890,2.94988,-3.69203
891,2.95036,-3.69203
892,2.95085,-3.69203
893,2.95134,-3.69203
894,2.95182,-3.69203
895,2.95231,-3.69203
896,2.95279,-3.69203
897,2.95328,-3.69203
898,2.95376,-3.69203
899,2.95424,-3.69203
900,2.95472,-3.69203
901,2.95521,-3.69203
902,2.95569,-3.69203
903,2.95617,-3.69203
904,2.95665,-3.69203
905,2.95713,-3.69203
906,2.95761,-3.69203
907,2.95809,-3.69203
908,2.95856,-3.69203
909,2.95904,-3.69203
910,2.95952,-3.69203
911,2.95999,-3.69203
912,2.96047,-3.69203
913,2.96095,-3.69203
914,2.96142,-3.69203
915,2.9619,-3.69203
916,2.96237,-3.69203
917,2.96284,-3.69203
918,2.96332,-3.69203
919,2.96379,-3.69203
920,2.96426,-3.69203
921,2.96473,-3.69203
922,2.9652,-3.69203
923,2.96567,-3.69203
924,2.96614,-3.69203
925,2.96661,-3.69203
926,2.96708,-3.69203
927,2.96755,-3.69203
928,2.96802,-3.69203
929,2.96848,-3.69203
930,2.96895,-3.69203
931,2.96942,-3.69203
932,2.96988,-3.69203
933,2.97035,-3.69203
934,2.97081,-3.69203
935,2.97128,-3.69203
936,2.97174,-3.69203
937,2.9722,-3.69203
938,2.97267,-3.69203
939,2.97313,-3.69203
940,2.97359,-3.69203
941,2.97405,-3.69203
942,2.97451,-3.69203
943,2.97497,-3.69203
944,2.97543,-3.69203
945,2.97589,-3.69203
946,2.97635,-3.69203
947,2.97681,-3.69203
948,2.97727,-3.69203
949,2.97772,-3.69203
950,2.97818,-3.69203
951,2.97864,-3.69203
952,2.97909,-3.69203
953,2.97955,-3.69203
954,2.98,-3.69203
955,2.98046,-3.69203
956,2.98091,-3.69203
957,2.98137,-3.69203
958,2.98182,-3.69203
959,2.98227,-3.69203
960,2.98272,-3.69203
961,2.98318,-3.69203
962,2.98363,-3.69203
963,2.98408,-3.69203
964,2.98453,-3.69203
965,2.98498,-3.69203
966,2.98543,-3.69203
967,2.98588,-3.69203
968,2.98632,-3.69203
969,2.98677,-3.69203
970,2.98722,-3.69203
971,2.98767,-3.69203
972,2.98811,-3.69203
973,2.98856,-3.69203
974,2.989,-3.69203
975,2.98945,-3.69203
976,2.98989,-3.69203
977,2.99034,-3.69203
978,2.99078,-3.69203
979,2.99123,-3.69203
980,2.99167,-3.69203
981,2.99211,-3.69203
982,2.99255,-3.69203
983,2.993,-3.69203
984,2.99344,-3.69203
985,2.99388,-3.69203
986,2.99432,-3.69203
987,2.99476,-3.69203
988,2.9952,-3.69203
989,2.99564,-3.69203
990,2.99607,-3.69203
991,2.99651,-3.69203
992,2.99695,-3.69203
993,2.99739,-3.69203
994,2.99782,-3.69203
995,2.99826,-3.69203
996,2.9987,-3.69203
997,2.99913,-3.69203
998,2.99957,-3.69203
999,3,-3.69203
1000,3.00043,-3.69203
1001,3.00087,-3.69203
1002,3.0013,-3.69203
1003,3.00173,-3.69203
1004,3.00217,-3.69203
1005,3.0026,-3.69203
1006,3.00303,-3.69203
1007,3.00346,-3.69203
1008,3.00389,-3.69203
1009,3.00432,-3.69203
1010,3.00475,-3.69203
1011,3.00518,-3.69203
1012,3.00561,-3.69203
1013,3.00604,-3.69203
1014,3.00647,-3.69203
1015,3.00689,-3.69203
1016,3.00732,-3.69203
1017,3.00775,-3.69203
1018,3.00817,-3.69203
1019,3.0086,-3.69203
1020,3.00903,-3.69203
1021,3.00945,-3.69203
1022,3.00988,-3.69203
1023,3.0103,-3.69203
1024,3.01072,-3.69203
1025,3.01115,-3.69203
1026,3.01157,-3.69203
1027,3.01199,-3.69203
1028,3.01242,-3.69203
1029,3.01284,-3.69203
1030,3.01326,-3.69203
1031,3.01368,-3.69203
1032,3.0141,-3.69203
1033,3.01452,-3.69203
1034,3.01494,-3.69203
1035,3.01536,-3.69203
1036,3.01578,-3.69203
1037,3.0162,-3.69203
1038,3.01662,-3.69203
1039,3.01703,-3.69203
1040,3.01745,-3.69203
1041,3.01787,-3.69203
1042,3.01828,-3.69203
1043,3.0187,-3.69203
1044,3.01912,-3.69203
1045,3.01953,-3.69203
1046,3.01995,-3.69203
1047,3.02036,-3.69203
1048,3.02078,-3.69203
1049,3.02119,-3.69203
1050,3.0216,-3.69203
1051,3.02202,-3.69203
1052,3.02243,-3.69203
1053,3.02284,-3.69203
1054,3.02325,-3.69203
1055,3.02366,-3.69203
1056,3.02407,-3.69203
1057,3.02449,-3.69203
1058,3.0249,-3.69203
1059,3.02531,-3.69203
1060,3.02572,-3.69203
1061,3.02612,-3.69203
1062,3.02653,-3.69203
1063,3.02694,-3.69203
1064,3.02735,-3.69203
1065,3.02776,-3.69203
1066,3.02816,-3.69203
1067,3.02857,-3.69203
1068,3.02898,-3.69203
1069,3.02938,-3.69203
1070,3.02979,-3.69203
1071,3.03019,-3.69203
1072,3.0306,-3.69203
1073,3.031,-3.69203
1074,3.03141,-3.69203
1075,3.03181,-3.69203
