Id,log rank,log_GSS
1076,3.03222,-3.69203
1077,3.03262,-3.69203
1078,3.03302,-3.69203
1079,3.03342,-3.69203
1080,3.03383,-3.69203
1081,3.03423,-3.69203
1082,3.03463,-3.69203
1083,3.03503,-3.69203
1084,3.03543,-3.69203
1085,3.03583,-3.69203
1086,3.03623,-3.69203
1087,3.03663,-3.69203
1088,3.03703,-3.69203
1089,3.03743,-3.69203
1090,3.03782,-3.69203
1091,3.03822,-3.69203
1092,3.03862,-3.69203
1093,3.03902,-3.69203
1094,3.03941,-3.69203
1095,3.03981,-3.69203
1096,3.04021,-3.69203
1097,3.0406,-3.69203
1098,3.041,-3.69203
1099,3.04139,-3.69203
1100,3.04179,-3.69203
1101,3.04218,-3.69203
1102,3.04258,-3.69203
1103,3.04297,-3.69203
1104,3.04336,-3.69203
1105,3.04376,-3.69203
1106,3.04415,-3.69203
1107,3.04454,-3.69203
1108,3.04493,-3.69203
1109,3.04532,-3.69203
1110,3.04571,-3.69203
1111,3.0461,-3.69203
1112,3.0465,-3.69203
1113,3.04689,-3.69203
1114,3.04727,-3.69203
1115,3.04766,-3.69203
1116,3.04805,-3.69203
1117,3.04844,-3.69203
1118,3.04883,-3.69203
1119,3.04922,-3.69203
1120,3.04961,-3.69203
1121,3.04999,-3.69203
1122,3.05038,-3.69203
1123,3.05077,-3.69203
1124,3.05115,-3.69203
1125,3.05154,-3.69203
1126,3.05192,-3.69203
1127,3.05231,-3.69203
1128,3.05269,-3.69203
1129,3.05308,-3.69203
1130,3.05346,-3.69203
1131,3.05385,-3.69203
1132,3.05423,-3.69203
1133,3.05461,-3.69203
1134,3.055,-3.69203
1135,3.05538,-3.69203
1136,3.05576,-3.69203
1137,3.05614,-3.69203
1138,3.05652,-3.69203
1139,3.0569,-3.69203
1140,3.05729,-3.81697
1141,3.05767,-3.81697
1142,3.05805,-3.81697
1143,3.05843,-3.81697
1144,3.05881,-3.81697
1145,3.05918,-3.81697
1146,3.05956,-3.81697
1147,3.05994,-3.81697
1148,3.06032,-3.81697
1149,3.0607,-3.81697
1150,3.06108,-3.81697
1151,3.06145,-3.81697
1152,3.06183,-3.81697
1153,3.06221,-3.81697
1154,3.06258,-3.81697
1155,3.06296,-3.81697
1156,3.06333,-3.81697
1157,3.06371,-3.81697
1158,3.06408,-3.81697
1159,3.06446,-3.81697
1160,3.06483,-3.81697
1161,3.06521,-3.81697
1162,3.06558,-3.81697
1163,3.06595,-3.81697
1164,3.06633,-3.81697
1165,3.0667,-3.81697
1166,3.06707,-3.81697
1167,3.06744,-3.81697
1168,3.06781,-3.81697
1169,3.06819,-3.81697
1170,3.06856,-3.81697
1171,3.06893,-3.81697
1172,3.0693,-3.81697
1173,3.06967,-3.81697
1174,3.07004,-3.81697
1175,3.07041,-3.81697
1176,3.07078,-3.81697
1177,3.07115,-3.81697
1178,3.07151,-3.81697
1179,3.07188,-3.81697
1180,3.07225,-3.81697
1181,3.07262,-3.81697
1182,3.07298,-3.81697
1183,3.07335,-3.81697
1184,3.07372,-3.81697
1185,3.07408,-3.81697
1186,3.07445,-3.81697
1187,3.07482,-3.81697
1188,3.07518,-3.81697
1189,3.07555,-3.81697
1190,3.07591,-3.81697
1191,3.07628,-3.81697
1192,3.07664,-3.81697
1193,3.077,-3.81697
1194,3.07737,-3.81697
1195,3.07773,-3.81697
1196,3.07809,-3.81697
1197,3.07846,-3.81697
1198,3.07882,-3.99306
1199,3.07918,-3.99306
1200,3.07954,-3.99306
1201,3.0799,-3.99306
1202,3.08027,-3.99306
1203,3.08063,-3.99306
1204,3.08099,-3.99306
1205,3.08135,-3.99306
1206,3.08171,-3.99306
1207,3.08207,-3.99306
1208,3.08243,-3.99306
1209,3.08279,-3.99306
1210,3.08314,-3.99306
1211,3.0835,-3.99306
1212,3.08386,-3.99306
1213,3.08422,-3.99306
1214,3.08458,-3.99306
1215,3.08493,-3.99306
1216,3.08529,-3.99306
1217,3.08565,-3.99306
1218,3.086,-3.99306
1219,3.08636,-3.99306
1220,3.08672,-3.99306
1221,3.08707,-3.99306
1222,3.08743,-3.99306
1223,3.08778,-3.99306
1224,3.08814,-3.99306
1225,3.08849,-3.99306
1226,3.08884,-3.99306
1227,3.0892,-3.99306
1228,3.08955,-3.99306
1229,3.08991,-3.99306
1230,3.09026,-3.99306
1231,3.09061,-3.99306
1232,3.09096,-3.99306
1233,3.09132,-3.99306
1234,3.09167,-3.99306
1235,3.09202,-3.99306
1236,3.09237,-3.99306
1237,3.09272,-3.99306
1238,3.09307,-3.99306
1239,3.09342,-3.99306
1240,3.09377,-3.99306
1241,3.09412,-3.99306
1242,3.09447,-3.99306
1243,3.09482,-3.99306
1244,3.09517,-3.99306
1245,3.09552,-3.99306
1246,3.09587,-3.99306
1247,3.09621,-3.99306
1248,3.09656,-3.99306
1249,3.09691,-3.99306
1250,3.09726,-3.99306
1251,3.0976,-3.99306
1252,3.09795,-3.99306
1253,3.0983,-3.99306
1254,3.09864,-3.99306
1255,3.09899,-3.99306
1256,3.09934,-3.99306
1257,3.09968,-3.99306
1258,3.10003,-3.99306
1259,3.10037,-3.99306
1260,3.10072,-3.99306
1261,3.10106,-3.99306
1262,3.1014,-3.99306
1263,3.10175,-3.99306
1264,3.10209,-3.99306
1265,3.10243,-3.99306
1266,3.10278,-3.99306
1267,3.10312,-3.99306
1268,3.10346,-3.99306
1269,3.1038,-3.99306
1270,3.10415,-3.99306
1271,3.10449,-3.99306
1272,3.10483,-3.99306
1273,3.10517,-3.99306
1274,3.10551,-3.99306
1275,3.10585,-3.99306
1276,3.10619,-3.99306
1277,3.10653,-3.99306
1278,3.10687,-3.99306
1279,3.10721,-3.99306
1280,3.10755,-3.99306
1281,3.10789,-3.99306
1282,3.10823,-3.99306
1283,3.10857,-3.99306
1284,3.1089,-3.99306
1285,3.10924,-3.99306
1286,3.10958,-3.99306
1287,3.10992,-3.99306
1288,3.11025,-3.99306
1289,3.11059,-3.99306
1290,3.11093,-3.99306
1291,3.11126,-3.99306
1292,3.1116,-3.99306
1293,3.11193,-3.99306
1294,3.11227,-3.99306
1295,3.11261,-3.99306
1296,3.11294,-3.99306
1297,3.11327,-3.99306
1298,3.11361,-3.99306
1299,3.11394,-3.99306
1300,3.11428,-3.99306
1301,3.11461,-3.99306
1302,3.11494,-3.99306
1303,3.11528,-3.99306
1304,3.11561,-3.99306
1305,3.11594,-3.99306
1306,3.11628,-3.99306
1307,3.11661,-3.99306
1308,3.11694,-3.99306
1309,3.11727,-3.99306
1310,3.1176,-3.99306
1311,3.11793,-3.99306
1312,3.11826,-3.99306
1313,3.1186,-3.99306
1314,3.11893,-3.99306
1315,3.11926,-3.99306
1316,3.11959,-3.99306
1317,3.11992,-3.99306
1318,3.12024,-3.99306
1319,3.12057,-3.99306
1320,3.1209,-3.99306
1321,3.12123,-3.99306
1322,3.12156,-3.99306
1323,3.12189,-3.99306
1324,3.12222,-3.99306
1325,3.12254,-3.99306
1326,3.12287,-3.99306
1327,3.1232,-3.99306
1328,3.12352,-3.99306
1329,3.12385,-3.99306
1330,3.12418,-3.99306
1331,3.1245,-3.99306
1332,3.12483,-3.99306
1333,3.12516,-3.99306
1334,3.12548,-3.99306
1335,3.12581,-3.99306
1336,3.12613,-3.99306
1337,3.12646,-3.99306
1338,3.12678,-3.99306
1339,3.1271,-3.99306
1340,3.12743,-3.99306
1341,3.12775,-3.99306
1342,3.12808,-3.99306
1343,3.1284,-3.99306
1344,3.12872,-3.99306
1345,3.12905,-3.99306
1346,3.12937,-3.99306
1347,3.12969,-3.99306
1348,3.13001,-3.99306
1349,3.13033,-3.99306
1350,3.13066,-3.99306
1351,3.13098,-3.99306
1352,3.1313,-3.99306
1353,3.13162,-3.99306
1354,3.13194,-3.99306
1355,3.13226,-3.99306
1356,3.13258,-3.99306
1357,3.1329,-3.99306
1358,3.13322,-3.99306
1359,3.13354,-3.99306
1360,3.13386,-3.99306
1361,3.13418,-3.99306
1362,3.1345,-3.99306
1363,3.13481,-3.99306
1364,3.13513,-3.99306
1365,3.13545,-3.99306
1366,3.13577,-3.99306
1367,3.13609,-3.99306
1368,3.1364,-3.99306
1369,3.13672,-3.99306
1370,3.13704,-3.99306
1371,3.13735,-3.99306
1372,3.13767,-3.99306
1373,3.13799,-3.99306
1374,3.1383,-3.99306
1375,3.13862,-3.99306
1376,3.13893,-3.99306
1377,3.13925,-3.99306
1378,3.13956,-3.99306
1379,3.13988,-3.99306
1380,3.14019,-3.99306
1381,3.14051,-3.99306
1382,3.14082,-3.99306
1383,3.14114,-3.99306
1384,3.14145,-3.99306
1385,3.14176,-3.99306
1386,3.14208,-3.99306
1387,3.14239,-3.99306
1388,3.1427,-3.99306
1389,3.14301,-3.99306
1390,3.14333,-3.99306
1391,3.14364,-3.99306
1392,3.14395,-3.99306
1393,3.14426,-3.99306
1394,3.14457,-3.99306
1395,3.14489,-3.99306
1396,3.1452,-3.99306
1397,3.14551,-3.99306
1398,3.14582,-3.99306
1399,3.14613,-3.99306
1400,3.14644,-4.29409
1401,3.14675,-4.29409
1402,3.14706,-4.29409
1403,3.14737,-4.29409
1404,3.14768,-4.29409
1405,3.14799,-4.29409
1406,3.14829,-4.29409
1407,3.1486,-4.29409
1408,3.14891,-4.29409
1409,3.14922,-4.29409
1410,3.14953,-4.29409
1411,3.14983,-4.29409
1412,3.15014,-4.29409
1413,3.15045,-4.29409
1414,3.15076,-4.29409
1415,3.15106,-4.29409
1416,3.15137,-4.29409
1417,3.15168,-4.29409
1418,3.15198,-4.29409
1419,3.15229,-4.29409
1420,3.15259,-4.29409
1421,3.1529,-4.29409
1422,3.1532,-4.29409
1423,3.15351,-4.29409
1424,3.15381,-4.29409
1425,3.15412,-4.29409
1426,3.15442,-4.29409
1427,3.15473,-4.29409
1428,3.15503,-4.29409
1429,3.15534,-4.29409
1430,3.15564,-4.29409
1431,3.15594,-4.29409
1432,3.15625,-4.29409
1433,3.15655,-4.29409
1434,3.15685,-4.29409
1435,3.15715,-4.29409
1436,3.15746,-4.29409
1437,3.15776,-4.29409
1438,3.15806,-4.29409
1439,3.15836,-4.29409
1440,3.15866,-4.29409
1441,3.15897,-4.29409
1442,3.15927,-4.29409
1443,3.15957,-4.29409
1444,3.15987,-4.29409
1445,3.16017,-4.29409
1446,3.16047,-4.29409
1447,3.16077,-4.29409
1448,3.16107,-4.29409
1449,3.16137,-4.29409
1450,3.16167,-4.29409
1451,3.16197,-4.29409
1452,3.16227,-4.29409
1453,3.16256,-4.29409
1454,3.16286,-4.29409
1455,3.16316,-4.29409
1456,3.16346,-4.29409
1457,3.16376,-4.29409
1458,3.16406,-4.29409
1459,3.16435,-4.29409
1460,3.16465,-4.29409
1461,3.16495,-4.29409
1462,3.16524,-4.29409
1463,3.16554,-4.29409
1464,3.16584,-4.29409
1465,3.16613,-4.29409
1466,3.16643,-4.29409
1467,3.16673,-4.29409
1468,3.16702,-4.29409
1469,3.16732,-4.29409
1470,3.16761,-4.29409
1471,3.16791,-4.29409
1472,3.1682,-4.29409
1473,3.1685,-4.29409
1474,3.16879,-4.29409
1475,3.16909,-4.29409
1476,3.16938,-4.29409
1477,3.16967,-4.29409
1478,3.16997,-4.29409
1479,3.17026,-4.29409
1480,3.17056,-4.29409
1481,3.17085,-4.29409
1482,3.17114,-4.29409
1483,3.17143,-4.29409
1484,3.17173,-4.29409
1485,3.17202,-4.29409
1486,3.17231,-4.29409
1487,3.1726,-4.29409
1488,3.17289,-4.29409
1489,3.17319,-4.29409
1490,3.17348,-4.29409
1491,3.17377,-4.29409
1492,3.17406,-4.29409
1493,3.17435,-4.29409
1494,3.17464,-4.29409
1495,3.17493,-4.29409
1496,3.17522,-4.29409
1497,3.17551,-4.29409
1498,3.1758,-4.29409
1499,3.17609,-4.29409
1500,3.17638,-4.29409
1501,3.17667,-4.29409
1502,3.17696,-4.29409
1503,3.17725,-4.29409
1504,3.17754,-4.29409
1505,3.17782,-4.29409
1506,3.17811,-4.29409
1507,3.1784,-4.29409
1508,3.17869,-4.29409
1509,3.17898,-4.29409
1510,3.17926,-4.29409
1511,3.17955,-4.29409
1512,3.17984,-4.29409
1513,3.18013,-4.29409
1514,3.18041,-4.29409
1515,3.1807,-4.29409
1516,3.18099,-4.29409
1517,3.18127,-4.29409
1518,3.18156,-4.29409
1519,3.18184,-4.29409
1520,3.18213,-4.29409
1521,3.18241,-4.29409
1522,3.1827,-4.29409
1523,3.18298,-4.29409
1524,3.18327,-4.29409
1525,3.18355,-4.29409
1526,3.18384,-4.29409
1527,3.18412,-4.29409
1528,3.18441,-4.29409
1529,3.18469,-4.29409
1530,3.18498,-4.29409
1531,3.18526,-4.29409
1532,3.18554,-4.29409
1533,3.18583,-4.29409
1534,3.18611,-4.29409
1535,3.18639,-4.29409
1536,3.18667,-4.29409
1537,3.18696,-4.29409
1538,3.18724,-4.29409
1539,3.18752,-4.29409
1540,3.1878,-4.29409
1541,3.18808,-4.29409
1542,3.18837,-4.29409
1543,3.18865,-4.29409
1544,3.18893,-4.29409
1545,3.18921,-4.29409
1546,3.18949,-4.29409
1547,3.18977,-4.29409
1548,3.19005,-4.29409
1549,3.19033,-4.29409
1550,3.19061,-4.29409
1551,3.19089,-4.29409
1552,3.19117,-4.29409
1553,3.19145,-4.29409
1554,3.19173,-4.29409
1555,3.19201,-4.29409
1556,3.19229,-4.29409
1557,3.19257,-4.29409
1558,3.19285,-4.29409
1559,3.19312,-4.29409
1560,3.1934,-4.29409
1561,3.19368,-4.29409
1562,3.19396,-4.29409
1563,3.19424,-4.29409
1564,3.19451,-4.29409
1565,3.19479,-4.29409
1566,3.19507,-4.29409
1567,3.19535,-4.29409
1568,3.19562,-4.29409
1569,3.1959,-4.29409
1570,3.19618,-4.29409
1571,3.19645,-4.29409
1572,3.19673,-4.29409
1573,3.197,-4.29409
1574,3.19728,-4.29409
1575,3.19756,-4.29409
1576,3.19783,-4.29409
1577,3.19811,-4.29409
1578,3.19838,-4.29409
1579,3.19866,-4.29409
1580,3.19893,-4.29409
1581,3.19921,-4.29409
1582,3.19948,-4.29409
1583,3.19976,-4.29409
1584,3.20003,-4.29409
1585,3.2003,-4.29409
1586,3.20058,-4.29409
1587,3.20085,-4.29409
1588,3.20112,-4.29409
1589,3.2014,-4.29409
1590,3.20167,-4.29409
1591,3.20194,-4.29409
1592,3.20222,-4.29409
1593,3.20249,-4.29409
1594,3.20276,-4.29409
1595,3.20303,-4.29409
1596,3.2033,-4.29409
1597,3.20358,-4.29409
1598,3.20385,-4.29409
1599,3.20412,-4.29409
1600,3.20439,-4.29409
1601,3.20466,-4.29409
1602,3.20493,-4.29409
1603,3.2052,-4.29409
1604,3.20548,-4.29409
1605,3.20575,-4.29409
1606,3.20602,-4.29409
1607,3.20629,-4.29409
1608,3.20656,-4.29409
1609,3.20683,-4.29409
1610,3.2071,-4.29409
1611,3.20737,-4.29409
1612,3.20763,-4.29409
1613,3.2079,-4.29409
1614,3.20817,-4.29409
1615,3.20844,-4.29409
1616,3.20871,-4.29409
1617,3.20898,-4.29409
1618,3.20925,-4.29409
1619,3.20952,-4.29409
1620,3.20978,-4.29409
1621,3.21005,-4.29409
1622,3.21032,-4.29409
1623,3.21059,-4.29409
1624,3.21085,-4.29409
1625,3.21112,-4.29409
1626,3.21139,-4.29409
1627,3.21165,-4.29409
1628,3.21192,-4.29409
1629,3.21219,-4.29409
1630,3.21245,-4.29409
1631,3.21272,-4.29409
1632,3.21299,-4.29409
1633,3.21325,-4.29409
1634,3.21352,-4.29409
1635,3.21378,-4.29409
1636,3.21405,-4.29409
1637,3.21431,-4.29409
1638,3.21458,-4.29409
1639,3.21484,-4.29409
1640,3.21511,-4.29409
1641,3.21537,-4.29409
1642,3.21564,-4.29409
1643,3.2159,-4.29409
1644,3.21617,-4.29409
1645,3.21643,-4.29409
1646,3.21669,-4.29409
1647,3.21696,-4.29409
1648,3.21722,-4.29409
1649,3.21748,-4.29409
1650,3.21775,-4.29409
1651,3.21801,-4.29409
1652,3.21827,-4.29409
1653,3.21854,-4.29409
1654,3.2188,-4.29409
1655,3.21906,-4.29409
1656,3.21932,-4.29409
1657,3.21958,-4.29409
1658,3.21985,-4.29409
1659,3.22011,-4.29409
1660,3.22037,-4.29409
1661,3.22063,-4.29409
1662,3.22089,-4.29409
1663,3.22115,-4.29409
1664,3.22141,-4.29409
1665,3.22167,-4.29409
1666,3.22194,-4.29409
1667,3.2222,-4.29409
1668,3.22246,-4.29409
1669,3.22272,-4.29409
1670,3.22298,-4.29409
1671,3.22324,-4.29409
1672,3.2235,-4.29409
1673,3.22376,-4.29409
1674,3.22401,-4.29409
1675,3.22427,-4.29409
1676,3.22453,-4.29409
1677,3.22479,-4.29409
1678,3.22505,-4.29409
1679,3.22531,-4.29409
1680,3.22557,-4.29409
1681,3.22583,-4.29409
1682,3.22608,-4.29409
1683,3.22634,-4.29409
1684,3.2266,-4.29409
1685,3.22686,-4.29409
1686,3.22712,-4.29409
1687,3.22737,-4.29409
1688,3.22763,-4.29409
1689,3.22789,-4.29409
1690,3.22814,-4.29409
1691,3.2284,-4.29409
1692,3.22866,-4.29409
1693,3.22891,-4.29409
1694,3.22917,-4.29409
1695,3.22943,-4.29409
1696,3.22968,-4.29409
1697,3.22994,-4.29409
1698,3.23019,-4.29409
1699,3.23045,-4.29409
1700,3.2307,-4.29409
1701,3.23096,-4.29409
1702,3.23121,-4.29409
1703,3.23147,-4.29409
1704,3.23172,-4.29409
1705,3.23198,-4.29409
1706,3.23223,-4.29409
1707,3.23249,-4.29409
1708,3.23274,-4.29409
1709,3.233,-4.29409
1710,3.23325,-4.29409
1711,3.2335,-4.29409
1712,3.23376,-4.29409
1713,3.23401,-4.29409
1714,3.23426,-4.29409
1715,3.23452,-4.29409
1716,3.23477,-4.29409
1717,3.23502,-4.29409
1718,3.23528,-4.29409
1719,3.23553,-4.29409
1720,3.23578,-4.29409
1721,3.23603,-4.29409
1722,3.23629,-4.29409
1723,3.23654,-4.29409
1724,3.23679,-4.29409
1725,3.23704,-4.29409
1726,3.23729,-4.29409
1727,3.23754,-4.29409
1728,3.23779,-4.29409
1729,3.23805,-4.29409
1730,3.2383,-4.29409
1731,3.23855,-4.29409
1732,3.2388,-4.29409
1733,3.23905,-4.29409
1734,3.2393,-4.29409
1735,3.23955,-4.29409
1736,3.2398,-4.29409
1737,3.24005,-4.29409
1738,3.2403,-4.29409
1739,3.24055,-4.29409
1740,3.2408,-4.29409
1741,3.24105,-4.29409
1742,3.2413,-4.29409
1743,3.24155,-4.29409
1744,3.2418,-4.29409
1745,3.24204,-4.29409
1746,3.24229,-4.29409
1747,3.24254,-4.29409
1748,3.24279,-4.29409
1749,3.24304,-4.29409
1750,3.24329,-4.29409
1751,3.24353,-4.29409
1752,3.24378,-4.29409
1753,3.24403,-4.29409
1754,3.24428,-4.29409
1755,3.24452,-4.29409
1756,3.24477,-4.29409
1757,3.24502,-4.29409
1758,3.24527,-4.29409
1759,3.24551,-4.29409
1760,3.24576,-4.29409
1761,3.24601,-4.29409
1762,3.24625,-4.29409
1763,3.2465,-4.29409
1764,3.24674,-4.29409
1765,3.24699,-4.29409
1766,3.24724,-4.29409
1767,3.24748,-4.29409
1768,3.24773,-4.29409
1769,3.24797,-4.29409
1770,3.24822,-4.29409
1771,3.24846,-4.29409
1772,3.24871,-4.29409
1773,3.24895,-4.29409
1774,3.2492,-4.29409
1775,3.24944,-4.29409
1776,3.24969,-4.29409
1777,3.24993,-4.29409
1778,3.25018,-4.29409
1779,3.25042,-4.29409
1780,3.25066,-4.29409
1781,3.25091,-4.29409
1782,3.25115,-4.29409
1783,3.25139,-4.29409
1784,3.25164,-4.29409
1785,3.25188,-4.29409
1786,3.25212,-4.29409
1787,3.25237,-4.29409
1788,3.25261,-4.29409
1789,3.25285,-4.29409
1790,3.2531,-4.29409
1791,3.25334,-4.29409
1792,3.25358,-4.29409
1793,3.25382,-4.29409
1794,3.25406,-4.29409
1795,3.25431,-4.29409
1796,3.25455,-4.29409
1797,3.25479,-4.29409
1798,3.25503,-4.29409
1799,3.25527,-4.29409
1800,3.25551,-4.29409
1801,3.25575,-4.29409
1802,3.256,-4.29409
1803,3.25624,-4.29409
1804,3.25648,-4.29409
1805,3.25672,-4.29409
1806,3.25696,-4.29409
1807,3.2572,-4.29409
1808,3.25744,-4.29409
1809,3.25768,-4.29409
1810,3.25792,-4.29409
1811,3.25816,-4.29409
1812,3.2584,-4.29409
1813,3.25864,-4.29409
1814,3.25888,-4.29409
1815,3.25912,-4.29409
1816,3.25935,-4.29409
1817,3.25959,-4.29409
1818,3.25983,-4.29409
1819,3.26007,-4.29409
1820,3.26031,-4.29409
1821,3.26055,-4.29409
1822,3.26079,-4.29409
1823,3.26102,-4.29409
1824,3.26126,-4.29409
1825,3.2615,-4.29409
1826,3.26174,-4.29409
1827,3.26198,-4.29409
1828,3.26221,-4.29409
1829,3.26245,-4.29409
1830,3.26269,-4.29409
1831,3.26293,-4.29409
1832,3.26316,-4.29409
1833,3.2634,-4.29409
1834,3.26364,-4.29409
1835,3.26387,-4.29409
1836,3.26411,-4.29409
1837,3.26435,-4.29409
1838,3.26458,-4.29409
1839,3.26482,-4.29409
1840,3.26505,-4.29409
1841,3.26529,-4.29409
1842,3.26553,-4.29409
1843,3.26576,-4.29409
1844,3.266,-4.29409
1845,3.26623,-4.29409
1846,3.26647,-4.29409
1847,3.2667,-4.29409
1848,3.26694,-4.29409
1849,3.26717,-4.29409
1850,3.26741,-4.29409
1851,3.26764,-4.29409
1852,3.26788,-4.29409
1853,3.26811,-4.29409
1854,3.26834,-4.29409
1855,3.26858,-4.29409
1856,3.26881,-4.29409
1857,3.26905,-4.29409
1858,3.26928,-4.29409
1859,3.26951,-4.29409
1860,3.26975,-4.29409
1861,3.26998,-4.29409
1862,3.27021,-4.29409
1863,3.27045,-4.29409
1864,3.27068,-4.29409
1865,3.27091,-4.29409
1866,3.27114,-4.29409
1867,3.27138,-4.29409
1868,3.27161,-4.29409
1869,3.27184,-4.29409
1870,3.27207,-4.29409
1871,3.27231,-4.29409
1872,3.27254,-4.29409
1873,3.27277,-4.29409
1874,3.273,-4.29409
1875,3.27323,-4.29409
1876,3.27346,-4.29409
1877,3.2737,-4.29409
1878,3.27393,-4.29409
1879,3.27416,-4.29409
1880,3.27439,-4.29409
1881,3.27462,-4.29409
1882,3.27485,-4.29409
1883,3.27508,-4.29409
1884,3.27531,-4.29409
1885,3.27554,-4.29409
1886,3.27577,-4.29409
1887,3.276,-4.29409
1888,3.27623,-4.29409
1889,3.27646,-4.29409
1890,3.27669,-4.29409
1891,3.27692,-4.29409
1892,3.27715,-4.29409
1893,3.27738,-4.29409
1894,3.27761,-4.29409
1895,3.27784,-4.29409
1896,3.27807,-4.29409
1897,3.2783,-4.29409
1898,3.27852,-4.29409
1899,3.27875,-4.29409
1900,3.27898,-4.29409
1901,3.27921,-4.29409
1902,3.27944,-4.29409
1903,3.27967,-4.29409
1904,3.27989,-4.29409
1905,3.28012,-4.29409
1906,3.28035,-4.29409
1907,3.28058,-4.29409
1908,3.28081,-4.29409
1909,3.28103,-4.29409
1910,3.28126,-4.29409
1911,3.28149,-4.29409
1912,3.28171,-4.29409
1913,3.28194,-4.29409
1914,3.28217,-4.29409
1915,3.2824,-4.29409
1916,3.28262,-4.29409
1917,3.28285,-4.29409
1918,3.28307,-4.29409
1919,3.2833,-4.29409
1920,3.28353,-4.29409
1921,3.28375,-4.29409
1922,3.28398,-4.29409
1923,3.28421,-4.29409
1924,3.28443,-4.29409
1925,3.28466,-4.29409
1926,3.28488,-4.29409
1927,3.28511,-4.29409
1928,3.28533,-4.29409
1929,3.28556,-4.29409
1930,3.28578,-4.29409
1931,3.28601,-4.29409
1932,3.28623,-4.29409
1933,3.28646,-4.29409
1934,3.28668,-4.29409
1935,3.28691,-4.29409
1936,3.28713,-4.29409
1937,3.28735,-4.29409
1938,3.28758,-4.29409
1939,3.2878,-4.29409
1940,3.28803,-4.29409
1941,3.28825,-4.29409
1942,3.28847,-4.29409
1943,3.2887,-4.29409
1944,3.28892,-4.29409
1945,3.28914,-4.29409
1946,3.28937,-4.29409
1947,3.28959,-4.29409
1948,3.28981,-4.29409
1949,3.29003,-4.29409
1950,3.29026,-4.29409
1951,3.29048,-4.29409
1952,3.2907,-4.29409
1953,3.29092,-4.29409
1954,3.29115,-4.29409
1955,3.29137,-4.29409
1956,3.29159,-4.29409
1957,3.29181,-4.29409
1958,3.29203,-4.29409
1959,3.29226,-4.29409
1960,3.29248,-4.29409
1961,3.2927,-4.29409
1962,3.29292,-4.29409
1963,3.29314,-4.29409
1964,3.29336,-4.29409
1965,3.29358,-4.29409
1966,3.2938,-4.29409
1967,3.29403,-4.29409
1968,3.29425,-4.29409
1969,3.29447,-4.29409
1970,3.29469,-4.29409
1971,3.29491,-4.29409
1972,3.29513,-4.29409
1973,3.29535,-4.29409
1974,3.29557,-4.29409
1975,3.29579,-4.29409
1976,3.29601,-4.29409
1977,3.29623,-4.29409
1978,3.29645,-4.29409
1979,3.29667,-4.29409
1980,3.29688,-4.29409
1981,3.2971,-4.29409
1982,3.29732,-4.29409
1983,3.29754,-4.29409
1984,3.29776,-4.29409
1985,3.29798,-4.29409
1986,3.2982,-4.29409
1987,3.29842,-4.29409
1988,3.29863,-4.29409
1989,3.29885,-4.29409
1990,3.29907,-4.29409
1991,3.29929,-4.29409
1992,3.29951,-4.29409
1993,3.29973,-4.29409
1994,3.29994,-4.29409
1995,3.30016,-4.29409
1996,3.30038,-4.29409
1997,3.3006,-4.29409
1998,3.30081,-4.29409
1999,3.30103,-4.29409
2000,3.30125,-4.29409
2001,3.30146,-4.29409
2002,3.30168,-4.29409
2003,3.3019,-4.29409
2004,3.30211,-4.29409
